"id","name","care_focus","median_wage","geo"
"hairdressers-hairstylists-and-cosmetologists-state13","Hairdressers, Hairstylists, and Cosmetologists","daily_living","30000","state13"
"hairdressers-hairstylists-and-cosmetologists-state12","Hairdressers, Hairstylists, and Cosmetologists","daily_living","22000","state12"
"hairdressers-hairstylists-and-cosmetologists-state21","Hairdressers, Hairstylists, and Cosmetologists","daily_living","26000","state21"
"hairdressers-hairstylists-and-cosmetologists-state47","Hairdressers, Hairstylists, and Cosmetologists","daily_living","27000","state47"
"hairdressers-hairstylists-and-cosmetologists-state01","Hairdressers, Hairstylists, and Cosmetologists","daily_living","22500","state01"
"hairdressers-hairstylists-and-cosmetologists-state28","Hairdressers, Hairstylists, and Cosmetologists","daily_living","21700","state28"
"hairdressers-hairstylists-and-cosmetologists-state05","Hairdressers, Hairstylists, and Cosmetologists","daily_living","30000","state05"
"hairdressers-hairstylists-and-cosmetologists-state22","Hairdressers, Hairstylists, and Cosmetologists","daily_living","30000","state22"
"hairdressers-hairstylists-and-cosmetologists-state40","Hairdressers, Hairstylists, and Cosmetologists","daily_living","23000","state40"
"hairdressers-hairstylists-and-cosmetologists-state48","Hairdressers, Hairstylists, and Cosmetologists","daily_living","26000","state48"
"hairdressers-hairstylists-and-cosmetologists-state30","Hairdressers, Hairstylists, and Cosmetologists","daily_living","24000","state30"
"hairdressers-hairstylists-and-cosmetologists-state16","Hairdressers, Hairstylists, and Cosmetologists","daily_living","30000","state16"
"hairdressers-hairstylists-and-cosmetologists-state56","Hairdressers, Hairstylists, and Cosmetologists","daily_living","21852.12","state56"
"hairdressers-hairstylists-and-cosmetologists-state08","Hairdressers, Hairstylists, and Cosmetologists","daily_living","20000","state08"
"hairdressers-hairstylists-and-cosmetologists-state35","Hairdressers, Hairstylists, and Cosmetologists","daily_living","25000","state35"
"hairdressers-hairstylists-and-cosmetologists-state04","Hairdressers, Hairstylists, and Cosmetologists","daily_living","25000","state04"
"hairdressers-hairstylists-and-cosmetologists-state49","Hairdressers, Hairstylists, and Cosmetologists","daily_living","20000","state49"
"hairdressers-hairstylists-and-cosmetologists-state32","Hairdressers, Hairstylists, and Cosmetologists","daily_living","30000","state32"
"hairdressers-hairstylists-and-cosmetologists-state53","Hairdressers, Hairstylists, and Cosmetologists","daily_living","33000","state53"
"hairdressers-hairstylists-and-cosmetologists-state41","Hairdressers, Hairstylists, and Cosmetologists","daily_living","20000","state41"
"hairdressers-hairstylists-and-cosmetologists-state06","Hairdressers, Hairstylists, and Cosmetologists","daily_living","25000","state06"
"hairdressers-hairstylists-and-cosmetologists-state02","Hairdressers, Hairstylists, and Cosmetologists","daily_living","11000","state02"
"hairdressers-hairstylists-and-cosmetologists-state15","Hairdressers, Hairstylists, and Cosmetologists","daily_living","26000","state15"
"housekeeping-janitors-and-groundskeepers-state23","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state23"
"housekeeping-janitors-and-groundskeepers-state33","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state33"
"housekeeping-janitors-and-groundskeepers-state50","Housekeeping, Janitors, and Groundskeepers","daily_living","31000","state50"
"housekeeping-janitors-and-groundskeepers-state25","Housekeeping, Janitors, and Groundskeepers","daily_living","33800","state25"
"housekeeping-janitors-and-groundskeepers-state44","Housekeeping, Janitors, and Groundskeepers","daily_living","32500","state44"
"housekeeping-janitors-and-groundskeepers-state09","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state09"
"housekeeping-janitors-and-groundskeepers-state36","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state36"
"housekeeping-janitors-and-groundskeepers-state34","Housekeeping, Janitors, and Groundskeepers","daily_living","32000","state34"
"housekeeping-janitors-and-groundskeepers-state42","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state42"
"housekeeping-janitors-and-groundskeepers-state39","Housekeeping, Janitors, and Groundskeepers","daily_living","31000","state39"
"housekeeping-janitors-and-groundskeepers-state18","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state18"
"housekeeping-janitors-and-groundskeepers-state17","Housekeeping, Janitors, and Groundskeepers","daily_living","28000","state17"
"housekeeping-janitors-and-groundskeepers-state26","Housekeeping, Janitors, and Groundskeepers","daily_living","33000","state26"
"housekeeping-janitors-and-groundskeepers-state55","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state55"
"housekeeping-janitors-and-groundskeepers-state27","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state27"
"housekeeping-janitors-and-groundskeepers-state19","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state19"
"housekeeping-janitors-and-groundskeepers-state29","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state29"
"housekeeping-janitors-and-groundskeepers-state38","Housekeeping, Janitors, and Groundskeepers","daily_living","29212.0000000004","state38"
"housekeeping-janitors-and-groundskeepers-state46","Housekeeping, Janitors, and Groundskeepers","daily_living","32800","state46"
"housekeeping-janitors-and-groundskeepers-state31","Housekeeping, Janitors, and Groundskeepers","daily_living","32000","state31"
"housekeeping-janitors-and-groundskeepers-state20","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state20"
"housekeeping-janitors-and-groundskeepers-state10","Housekeeping, Janitors, and Groundskeepers","daily_living","29000","state10"
"housekeeping-janitors-and-groundskeepers-state24","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state24"
"housekeeping-janitors-and-groundskeepers-state11","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state11"
"housekeeping-janitors-and-groundskeepers-state51","Housekeeping, Janitors, and Groundskeepers","daily_living","28000","state51"
"housekeeping-janitors-and-groundskeepers-state54","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state54"
"housekeeping-janitors-and-groundskeepers-state37","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state37"
"housekeeping-janitors-and-groundskeepers-state45","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state45"
"housekeeping-janitors-and-groundskeepers-state13","Housekeeping, Janitors, and Groundskeepers","daily_living","26000","state13"
"housekeeping-janitors-and-groundskeepers-state12","Housekeeping, Janitors, and Groundskeepers","daily_living","29000","state12"
"housekeeping-janitors-and-groundskeepers-state21","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state21"
"housekeeping-janitors-and-groundskeepers-state47","Housekeeping, Janitors, and Groundskeepers","daily_living","26000","state47"
"housekeeping-janitors-and-groundskeepers-state01","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state01"
"housekeeping-janitors-and-groundskeepers-state28","Housekeeping, Janitors, and Groundskeepers","daily_living","22000","state28"
"housekeeping-janitors-and-groundskeepers-state05","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state05"
"housekeeping-janitors-and-groundskeepers-state22","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state22"
"housekeeping-janitors-and-groundskeepers-state40","Housekeeping, Janitors, and Groundskeepers","daily_living","27500","state40"
"housekeeping-janitors-and-groundskeepers-state48","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state48"
"housekeeping-janitors-and-groundskeepers-state30","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state30"
"housekeeping-janitors-and-groundskeepers-state16","Housekeeping, Janitors, and Groundskeepers","daily_living","26000","state16"
"housekeeping-janitors-and-groundskeepers-state56","Housekeeping, Janitors, and Groundskeepers","daily_living","27508","state56"
"housekeeping-janitors-and-groundskeepers-state08","Housekeeping, Janitors, and Groundskeepers","daily_living","25000","state08"
"housekeeping-janitors-and-groundskeepers-state35","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state35"
"housekeeping-janitors-and-groundskeepers-state04","Housekeeping, Janitors, and Groundskeepers","daily_living","24000","state04"
"housekeeping-janitors-and-groundskeepers-state49","Housekeeping, Janitors, and Groundskeepers","daily_living","27000","state49"
"housekeeping-janitors-and-groundskeepers-state32","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state32"
"housekeeping-janitors-and-groundskeepers-state53","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state53"
"housekeeping-janitors-and-groundskeepers-state41","Housekeeping, Janitors, and Groundskeepers","daily_living","29400","state41"
"housekeeping-janitors-and-groundskeepers-state06","Housekeeping, Janitors, and Groundskeepers","daily_living","30000","state06"
"housekeeping-janitors-and-groundskeepers-state02","Housekeeping, Janitors, and Groundskeepers","daily_living","32000","state02"
"housekeeping-janitors-and-groundskeepers-state15","Housekeeping, Janitors, and Groundskeepers","daily_living","33280","state15"
"medical-and-health-services-managers-state23","Medical and Health Services Managers","health","51000","state23"
"medical-and-health-services-managers-state33","Medical and Health Services Managers","health","90000","state33"
"medical-and-health-services-managers-state50","Medical and Health Services Managers","health","80000","state50"
"medical-and-health-services-managers-state25","Medical and Health Services Managers","health","80000","state25"
"medical-and-health-services-managers-state44","Medical and Health Services Managers","health","75000","state44"
"medical-and-health-services-managers-state09","Medical and Health Services Managers","health","55000","state09"
"medical-and-health-services-managers-state36","Medical and Health Services Managers","health","79997","state36"
"medical-and-health-services-managers-state34","Medical and Health Services Managers","health","110000","state34"
"medical-and-health-services-managers-state42","Medical and Health Services Managers","health","80000","state42"
"medical-and-health-services-managers-state39","Medical and Health Services Managers","health","87000","state39"
"medical-and-health-services-managers-state18","Medical and Health Services Managers","health","71000","state18"
"medical-and-health-services-managers-state17","Medical and Health Services Managers","health","100000","state17"
"medical-and-health-services-managers-state26","Medical and Health Services Managers","health","83000","state26"
"medical-and-health-services-managers-state55","Medical and Health Services Managers","health","76000","state55"
"medical-and-health-services-managers-state27","Medical and Health Services Managers","health","72000","state27"
"medical-and-health-services-managers-state19","Medical and Health Services Managers","health","68000","state19"
"medical-and-health-services-managers-state29","Medical and Health Services Managers","health","60000","state29"
"medical-and-health-services-managers-state38","Medical and Health Services Managers","health","55000","state38"
"medical-and-health-services-managers-state46","Medical and Health Services Managers","health","96000","state46"
"medical-and-health-services-managers-state31","Medical and Health Services Managers","health","90000","state31"
"medical-and-health-services-managers-state20","Medical and Health Services Managers","health","80000","state20"
"medical-and-health-services-managers-state10","Medical and Health Services Managers","health","75000","state10"
"medical-and-health-services-managers-state24","Medical and Health Services Managers","health","90000","state24"
"medical-and-health-services-managers-state11","Medical and Health Services Managers","health","100000","state11"
"medical-and-health-services-managers-state51","Medical and Health Services Managers","health","96000","state51"
"medical-and-health-services-managers-state54","Medical and Health Services Managers","health","85000","state54"
"medical-and-health-services-managers-state37","Medical and Health Services Managers","health","65000","state37"
"medical-and-health-services-managers-state45","Medical and Health Services Managers","health","65000","state45"
"medical-and-health-services-managers-state13","Medical and Health Services Managers","health","61000","state13"
"medical-and-health-services-managers-state12","Medical and Health Services Managers","health","65000","state12"
"medical-and-health-services-managers-state21","Medical and Health Services Managers","health","75000","state21"
"medical-and-health-services-managers-state47","Medical and Health Services Managers","health","90000","state47"
"medical-and-health-services-managers-state01","Medical and Health Services Managers","health","65000","state01"
"medical-and-health-services-managers-state28","Medical and Health Services Managers","health","50000","state28"
"medical-and-health-services-managers-state05","Medical and Health Services Managers","health","55000","state05"
"medical-and-health-services-managers-state22","Medical and Health Services Managers","health","70000","state22"
"medical-and-health-services-managers-state40","Medical and Health Services Managers","health","68000","state40"
"medical-and-health-services-managers-state48","Medical and Health Services Managers","health","80000","state48"
"medical-and-health-services-managers-state30","Medical and Health Services Managers","health","89000","state30"
"medical-and-health-services-managers-state16","Medical and Health Services Managers","health","72000","state16"
"medical-and-health-services-managers-state56","Medical and Health Services Managers","health","72000","state56"
"medical-and-health-services-managers-state08","Medical and Health Services Managers","health","83000","state08"
"medical-and-health-services-managers-state35","Medical and Health Services Managers","health","55000","state35"
"medical-and-health-services-managers-state04","Medical and Health Services Managers","health","60000","state04"
"medical-and-health-services-managers-state49","Medical and Health Services Managers","health","94000","state49"
"medical-and-health-services-managers-state32","Medical and Health Services Managers","health","65000","state32"
"medical-and-health-services-managers-state53","Medical and Health Services Managers","health","74000","state53"
"medical-and-health-services-managers-state41","Medical and Health Services Managers","health","73000","state41"
"medical-and-health-services-managers-state06","Medical and Health Services Managers","health","75000","state06"
"medical-and-health-services-managers-state02","Medical and Health Services Managers","health","80000","state02"
"medical-and-health-services-managers-state15","Medical and Health Services Managers","health","67000","state15"
"medical-records-and-health-information-technicians-state36","Medical Records and Health Information Technicians","health","36000","state36"
"medical-records-and-health-information-technicians-state42","Medical Records and Health Information Technicians","health","40000","state42"
"medical-records-and-health-information-technicians-state17","Medical Records and Health Information Technicians","health","54000","state17"
"medical-records-and-health-information-technicians-state26","Medical Records and Health Information Technicians","health","48437","state26"
"medical-records-and-health-information-technicians-state55","Medical Records and Health Information Technicians","health","43000","state55"
"medical-records-and-health-information-technicians-state46","Medical Records and Health Information Technicians","health","40000","state46"
"medical-records-and-health-information-technicians-state31","Medical Records and Health Information Technicians","health","42000","state31"
"medical-records-and-health-information-technicians-state54","Medical Records and Health Information Technicians","health","45000","state54"
"medical-records-and-health-information-technicians-state37","Medical Records and Health Information Technicians","health","40000","state37"
"medical-records-and-health-information-technicians-state13","Medical Records and Health Information Technicians","health","39000","state13"
"medical-records-and-health-information-technicians-state12","Medical Records and Health Information Technicians","health","47000","state12"
"medical-records-and-health-information-technicians-state22","Medical Records and Health Information Technicians","health","45000","state22"
"medical-records-and-health-information-technicians-state48","Medical Records and Health Information Technicians","health","49000","state48"
"medical-records-and-health-information-technicians-state30","Medical Records and Health Information Technicians","health","51000","state30"
"medical-records-and-health-information-technicians-state16","Medical Records and Health Information Technicians","health","50000","state16"
"medical-records-and-health-information-technicians-state35","Medical Records and Health Information Technicians","health","41000","state35"
"medical-records-and-health-information-technicians-state53","Medical Records and Health Information Technicians","health","50000","state53"
"medical-records-and-health-information-technicians-state41","Medical Records and Health Information Technicians","health","52000","state41"
"medical-records-and-health-information-technicians-state06","Medical Records and Health Information Technicians","health","40000","state06"
"medical-records-and-health-information-technicians-state04","Medical Records and Health Information Technicians","health","60000","state04"
"medical-specialists-therapists-state23","Medical Specialists/Therapists","health","63000","state23"
"medical-specialists-therapists-state33","Medical Specialists/Therapists","health","64000","state33"
"medical-specialists-therapists-state50","Medical Specialists/Therapists","health","64000","state50"
"medical-specialists-therapists-state25","Medical Specialists/Therapists","health","80000","state25"
"medical-specialists-therapists-state44","Medical Specialists/Therapists","health","80000","state44"
"medical-specialists-therapists-state09","Medical Specialists/Therapists","health","80000","state09"
"medical-specialists-therapists-state36","Medical Specialists/Therapists","health","76000","state36"
"medical-specialists-therapists-state34","Medical Specialists/Therapists","health","80000","state34"
"medical-specialists-therapists-state42","Medical Specialists/Therapists","health","81000","state42"
"medical-specialists-therapists-state39","Medical Specialists/Therapists","health","73800","state39"
"medical-specialists-therapists-state18","Medical Specialists/Therapists","health","60000","state18"
"medical-specialists-therapists-state17","Medical Specialists/Therapists","health","72000","state17"
"medical-specialists-therapists-state26","Medical Specialists/Therapists","health","65000","state26"
"medical-specialists-therapists-state55","Medical Specialists/Therapists","health","57000","state55"
"medical-specialists-therapists-state27","Medical Specialists/Therapists","health","70000","state27"
"medical-specialists-therapists-state19","Medical Specialists/Therapists","health","75000","state19"
"medical-specialists-therapists-state29","Medical Specialists/Therapists","health","75000","state29"
"medical-specialists-therapists-state38","Medical Specialists/Therapists","health","71728","state38"
"medical-specialists-therapists-state46","Medical Specialists/Therapists","health","70000","state46"
"medical-specialists-therapists-state31","Medical Specialists/Therapists","health","99000","state31"
"medical-specialists-therapists-state20","Medical Specialists/Therapists","health","63000","state20"
"medical-specialists-therapists-state10","Medical Specialists/Therapists","health","70000","state10"
"medical-specialists-therapists-state24","Medical Specialists/Therapists","health","80000","state24"
"medical-specialists-therapists-state11","Medical Specialists/Therapists","health","75000","state11"
"medical-specialists-therapists-state51","Medical Specialists/Therapists","health","70000","state51"
"medical-specialists-therapists-state54","Medical Specialists/Therapists","health","75000","state54"
"medical-specialists-therapists-state37","Medical Specialists/Therapists","health","70000","state37"
"medical-specialists-therapists-state45","Medical Specialists/Therapists","health","60000","state45"
"medical-specialists-therapists-state13","Medical Specialists/Therapists","health","72384","state13"
"medical-specialists-therapists-state12","Medical Specialists/Therapists","health","65000","state12"
"medical-specialists-therapists-state21","Medical Specialists/Therapists","health","70000","state21"
"medical-specialists-therapists-state47","Medical Specialists/Therapists","health","65000","state47"
"medical-specialists-therapists-state01","Medical Specialists/Therapists","health","65000","state01"
"medical-specialists-therapists-state28","Medical Specialists/Therapists","health","52000","state28"
"medical-specialists-therapists-state05","Medical Specialists/Therapists","health","60000","state05"
"medical-specialists-therapists-state22","Medical Specialists/Therapists","health","70809","state22"
"medical-specialists-therapists-state40","Medical Specialists/Therapists","health","65000","state40"
"medical-specialists-therapists-state48","Medical Specialists/Therapists","health","72000","state48"
"medical-specialists-therapists-state30","Medical Specialists/Therapists","health","62000","state30"
"medical-specialists-therapists-state16","Medical Specialists/Therapists","health","70000","state16"
"medical-specialists-therapists-state56","Medical Specialists/Therapists","health","70000","state56"
"medical-specialists-therapists-state08","Medical Specialists/Therapists","health","65000","state08"
"medical-specialists-therapists-state35","Medical Specialists/Therapists","health","60000","state35"
"medical-specialists-therapists-state04","Medical Specialists/Therapists","health","90000","state04"
"medical-specialists-therapists-state49","Medical Specialists/Therapists","health","80000","state49"
"medical-specialists-therapists-state32","Medical Specialists/Therapists","health","72000","state32"
"medical-specialists-therapists-state53","Medical Specialists/Therapists","health","75000","state53"
"medical-specialists-therapists-state41","Medical Specialists/Therapists","health","79000","state41"
"medical-specialists-therapists-state06","Medical Specialists/Therapists","health","79060","state06"
"medical-specialists-therapists-state02","Medical Specialists/Therapists","health","90000","state02"
"medical-specialists-therapists-state15","Medical Specialists/Therapists","health","80000","state15"
"miscellaneous-educational-instructional-state23","Miscellaneous Educational/Instructional","developmental","35000","state23"
"miscellaneous-educational-instructional-state33","Miscellaneous Educational/Instructional","developmental","50000","state33"
"miscellaneous-educational-instructional-state50","Miscellaneous Educational/Instructional","developmental","50000","state50"
"miscellaneous-educational-instructional-state25","Miscellaneous Educational/Instructional","developmental","46000","state25"
"miscellaneous-educational-instructional-state44","Miscellaneous Educational/Instructional","developmental","65000","state44"
"miscellaneous-educational-instructional-state09","Miscellaneous Educational/Instructional","developmental","29500","state09"
"miscellaneous-educational-instructional-state36","Miscellaneous Educational/Instructional","developmental","50000","state36"
"miscellaneous-educational-instructional-state34","Miscellaneous Educational/Instructional","developmental","60000","state34"
"miscellaneous-educational-instructional-state42","Miscellaneous Educational/Instructional","developmental","51000","state42"
"miscellaneous-educational-instructional-state39","Miscellaneous Educational/Instructional","developmental","42000","state39"
"miscellaneous-educational-instructional-state18","Miscellaneous Educational/Instructional","developmental","45000","state18"
"miscellaneous-educational-instructional-state17","Miscellaneous Educational/Instructional","developmental","40000","state17"
"miscellaneous-educational-instructional-state26","Miscellaneous Educational/Instructional","developmental","48000","state26"
"miscellaneous-educational-instructional-state55","Miscellaneous Educational/Instructional","developmental","38000","state55"
"miscellaneous-educational-instructional-state27","Miscellaneous Educational/Instructional","developmental","49000","state27"
"miscellaneous-educational-instructional-state19","Miscellaneous Educational/Instructional","developmental","44000","state19"
"miscellaneous-educational-instructional-state29","Miscellaneous Educational/Instructional","developmental","42000","state29"
"miscellaneous-educational-instructional-state38","Miscellaneous Educational/Instructional","developmental","47000","state38"
"miscellaneous-educational-instructional-state46","Miscellaneous Educational/Instructional","developmental","49500","state46"
"miscellaneous-educational-instructional-state31","Miscellaneous Educational/Instructional","developmental","50400","state31"
"miscellaneous-educational-instructional-state20","Miscellaneous Educational/Instructional","developmental","50000","state20"
"miscellaneous-educational-instructional-state10","Miscellaneous Educational/Instructional","developmental","45000","state10"
"miscellaneous-educational-instructional-state24","Miscellaneous Educational/Instructional","developmental","78000","state24"
"miscellaneous-educational-instructional-state11","Miscellaneous Educational/Instructional","developmental","62500","state11"
"miscellaneous-educational-instructional-state51","Miscellaneous Educational/Instructional","developmental","51000","state51"
"miscellaneous-educational-instructional-state54","Miscellaneous Educational/Instructional","developmental","48000","state54"
"miscellaneous-educational-instructional-state37","Miscellaneous Educational/Instructional","developmental","47000","state37"
"miscellaneous-educational-instructional-state45","Miscellaneous Educational/Instructional","developmental","46000","state45"
"miscellaneous-educational-instructional-state13","Miscellaneous Educational/Instructional","developmental","39000","state13"
"miscellaneous-educational-instructional-state12","Miscellaneous Educational/Instructional","developmental","47000","state12"
"miscellaneous-educational-instructional-state21","Miscellaneous Educational/Instructional","developmental","40000","state21"
"miscellaneous-educational-instructional-state47","Miscellaneous Educational/Instructional","developmental","42000","state47"
"miscellaneous-educational-instructional-state01","Miscellaneous Educational/Instructional","developmental","48000","state01"
"miscellaneous-educational-instructional-state28","Miscellaneous Educational/Instructional","developmental","48000","state28"
"miscellaneous-educational-instructional-state05","Miscellaneous Educational/Instructional","developmental","45000","state05"
"miscellaneous-educational-instructional-state22","Miscellaneous Educational/Instructional","developmental","53000","state22"
"miscellaneous-educational-instructional-state40","Miscellaneous Educational/Instructional","developmental","46000","state40"
"miscellaneous-educational-instructional-state48","Miscellaneous Educational/Instructional","developmental","44000","state48"
"miscellaneous-educational-instructional-state30","Miscellaneous Educational/Instructional","developmental","36000","state30"
"miscellaneous-educational-instructional-state16","Miscellaneous Educational/Instructional","developmental","42000","state16"
"miscellaneous-educational-instructional-state56","Miscellaneous Educational/Instructional","developmental","42300","state56"
"miscellaneous-educational-instructional-state08","Miscellaneous Educational/Instructional","developmental","42000","state08"
"miscellaneous-educational-instructional-state35","Miscellaneous Educational/Instructional","developmental","48000","state35"
"miscellaneous-educational-instructional-state04","Miscellaneous Educational/Instructional","developmental","45000","state04"
"miscellaneous-educational-instructional-state49","Miscellaneous Educational/Instructional","developmental","30000","state49"
"miscellaneous-educational-instructional-state32","Miscellaneous Educational/Instructional","developmental","39000","state32"
"miscellaneous-educational-instructional-state53","Miscellaneous Educational/Instructional","developmental","35000","state53"
"miscellaneous-educational-instructional-state41","Miscellaneous Educational/Instructional","developmental","26000","state41"
"miscellaneous-educational-instructional-state06","Miscellaneous Educational/Instructional","developmental","50000","state06"
"miscellaneous-educational-instructional-state02","Miscellaneous Educational/Instructional","developmental","60000","state02"
"miscellaneous-educational-instructional-state15","Miscellaneous Educational/Instructional","developmental","45000","state15"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state23","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","40000","state23"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state33","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state33"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state50","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state50"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state25","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","55000","state25"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state44","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","54000","state44"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state09","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","60000","state09"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state36","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","54000","state36"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state34","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state34"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state42","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state42"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state39","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","48000","state39"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state18","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state18"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state17","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state17"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state26","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","47840","state26"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state55","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","36000","state55"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state27","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state27"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state19","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state19"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state29","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","44000","state29"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state38","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","40000","state38"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state46","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state46"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state31","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","38000","state31"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state20","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","40600","state20"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state10","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state10"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state24","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","60000","state24"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state11","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","50000","state11"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state51","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","40000","state51"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state54","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state54"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state37","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state37"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state45","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","47000","state45"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state13","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state13"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state12","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","46000","state12"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state21","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","40000","state21"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state47","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","43000","state47"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state01","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","49000","state01"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state28","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","38000","state28"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state05","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","48000","state05"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state22","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state22"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state40","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","42000","state40"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state48","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state48"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state30","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state30"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state16","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","45000","state16"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state56","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","47000","state56"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state08","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","55000","state08"
