"id","name","care_focus","median_wage","geo_level"
"helping-with-homework","Helping with homework","developmental","60000","state13"
"helping-with-homework","Helping with homework","developmental","46000","state29"
"helping-with-homework","Helping with homework","developmental","58800","state31"
"helping-with-homework","Helping with homework","developmental","67000","state25"
"helping-with-homework","Helping with homework","developmental","65000","state42"
"helping-with-homework","Helping with homework","developmental","74000","state06"
"helping-with-homework","Helping with homework","developmental","52000","state45"
"helping-with-homework","Helping with homework","developmental","53400","state20"
"helping-with-homework","Helping with homework","developmental","79000","state53"
"helping-with-homework","Helping with homework","developmental","51000","state27"
"helping-with-homework","Helping with homework","developmental","53000","state18"
"helping-with-homework","Helping with homework","developmental","67000","state41"
"helping-with-homework","Helping with homework","developmental","54400","state04"
"helping-with-homework","Helping with homework","developmental","55000","state21"
"helping-with-homework","Helping with homework","developmental","62943","state49"
"helping-with-homework","Helping with homework","developmental","62000","state17"
"helping-with-homework","Helping with homework","developmental","60000","state10"
"helping-with-homework","Helping with homework","developmental","87000","state44"
"helping-with-homework","Helping with homework","developmental","56000","state55"
"helping-with-homework","Helping with homework","developmental","60000","state15"
"helping-with-homework","Helping with homework","developmental","50000","state51"
"helping-with-homework","Helping with homework","developmental","55000","state32"
"helping-with-homework","Helping with homework","developmental","50000","state22"
"helping-with-homework","Helping with homework","developmental","56000","state35"
"helping-with-homework","Helping with homework","developmental","70000","state09"
"helping-with-homework","Helping with homework","developmental","55000","state19"
"helping-with-homework","Helping with homework","developmental","75000","state34"
"helping-with-homework","Helping with homework","developmental","42000","state28"
"helping-with-homework","Helping with homework","developmental","72000","state24"
"helping-with-homework","Helping with homework","developmental","48000","state30"
"helping-with-homework","Helping with homework","developmental","55000","state33"
"helping-with-homework","Helping with homework","developmental","52900","state16"
"helping-with-homework","Helping with homework","developmental","60000","state01"
"helping-with-homework","Helping with homework","developmental","55000","state46"
"helping-with-homework","Helping with homework","developmental","50000","state54"
"helping-with-homework","Helping with homework","developmental","65000","state02"
"helping-with-homework","Helping with homework","developmental","50000","state05"
"helping-with-homework","Helping with homework","developmental","70000","state23"
"helping-with-homework","Helping with homework","developmental","55140","state56"
"home-cleaning","Home Cleaning","daily_living","50000","state25"
"home-cleaning","Home Cleaning","daily_living","26000","state48"
"home-cleaning","Home Cleaning","daily_living","25000","state55"
"home-cleaning","Home Cleaning","daily_living","28000","state09"
"home-cleaning","Home Cleaning","daily_living","35000","state26"
"home-cleaning","Home Cleaning","daily_living","32000","state06"
"home-cleaning","Home Cleaning","daily_living","37000","state51"
"home-cleaning","Home Cleaning","daily_living","26000","state45"
"home-cleaning","Home Cleaning","daily_living","30002","state08"
"home-cleaning","Home Cleaning","daily_living","36568","state47"
"home-cleaning","Home Cleaning","daily_living","24000","state37"
"home-cleaning","Home Cleaning","daily_living","30000","state54"
"home-cleaning","Home Cleaning","daily_living","31200","state17"
"home-cleaning","Home Cleaning","daily_living","33000","state56"
"home-cleaning","Home Cleaning","daily_living","30000","state34"
"home-cleaning","Home Cleaning","daily_living","38780","state36"
"home-cleaning","Home Cleaning","daily_living","50000","state39"
"home-cleaning","Home Cleaning","daily_living","30000","state13"
"home-cleaning","Home Cleaning","daily_living","35000","state12"
"home-cleaning","Home Cleaning","daily_living","25600","state28"
"home-cleaning","Home Cleaning","daily_living","27900","state22"
"home-cleaning","Home Cleaning","daily_living","30000","state49"
"home-cleaning","Home Cleaning","daily_living","30000","state18"
"home-cleaning","Home Cleaning","daily_living","33000","state20"
"home-cleaning","Home Cleaning","daily_living","32400","state21"
"home-cleaning","Home Cleaning","daily_living","34000","state35"
"home-cleaning","Home Cleaning","daily_living","30000","state42"
"home-cleaning","Home Cleaning","daily_living","30000","state04"
"home-cleaning","Home Cleaning","daily_living","33500","state29"
"home-cleaning","Home Cleaning","daily_living","30000","state38"
"home-cleaning","Home Cleaning","daily_living","35000","state31"
"home-cleaning","Home Cleaning","daily_living","35000","state44"
"home-cleaning","Home Cleaning","daily_living","30000","state27"
"home-cleaning","Home Cleaning","daily_living","27040","state01"
"home-cleaning","Home Cleaning","daily_living","30000","state10"
"home-cleaning","Home Cleaning","daily_living","27002","state40"
"home-cleaning","Home Cleaning","daily_living","38000","state32"
"home-cleaning","Home Cleaning","daily_living","35000","state15"
"home-cleaning","Home Cleaning","daily_living","41768","state19"
"home-cleaning","Home Cleaning","daily_living","32000","state24"
"home-cleaning","Home Cleaning","daily_living","32000","state53"
"home-cleaning","Home Cleaning","daily_living","41000","state46"
"home-cleaning","Home Cleaning","daily_living","32000","state02"
"home-cleaning","Home Cleaning","daily_living","30000","state05"
"home-cleaning","Home Cleaning","daily_living","30000","state41"
"home-cleaning","Home Cleaning","daily_living","27000","state30"
"home-cleaning","Home Cleaning","daily_living","42000","state23"
"home-cleaning","Home Cleaning","daily_living","27000","state16"
"home-cleaning","Home Cleaning","daily_living","34800","state33"
"home-cleaning","Home Cleaning","daily_living","42000","state11"
"home-cleaning","Home Cleaning","daily_living","30000","state50"
"home-exterior-repair","Home Exterior Repair","daily_living","32000","state06"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state10"
"home-exterior-repair","Home Exterior Repair","daily_living","32400","state21"
"home-exterior-repair","Home Exterior Repair","daily_living","24000","state37"
"home-exterior-repair","Home Exterior Repair","daily_living","25000","state55"
"home-exterior-repair","Home Exterior Repair","daily_living","31200","state17"
"home-exterior-repair","Home Exterior Repair","daily_living","35000","state26"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state41"
"home-exterior-repair","Home Exterior Repair","daily_living","26000","state48"
"home-exterior-repair","Home Exterior Repair","daily_living","37000","state51"
"home-exterior-repair","Home Exterior Repair","daily_living","38780","state36"
"home-exterior-repair","Home Exterior Repair","daily_living","33500","state29"
"home-exterior-repair","Home Exterior Repair","daily_living","32000","state53"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state27"
"home-exterior-repair","Home Exterior Repair","daily_living","41768","state19"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state49"
"home-exterior-repair","Home Exterior Repair","daily_living","28000","state09"
"home-exterior-repair","Home Exterior Repair","daily_living","50000","state39"
"home-exterior-repair","Home Exterior Repair","daily_living","27002","state40"
"home-exterior-repair","Home Exterior Repair","daily_living","35000","state12"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state05"
"home-exterior-repair","Home Exterior Repair","daily_living","26000","state45"
"home-exterior-repair","Home Exterior Repair","daily_living","27000","state30"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state34"
"home-exterior-repair","Home Exterior Repair","daily_living","32000","state24"
"home-exterior-repair","Home Exterior Repair","daily_living","25600","state28"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state50"
"home-exterior-repair","Home Exterior Repair","daily_living","33000","state20"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state42"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state54"
"home-exterior-repair","Home Exterior Repair","daily_living","38000","state32"
"home-exterior-repair","Home Exterior Repair","daily_living","36568","state47"
"home-exterior-repair","Home Exterior Repair","daily_living","35000","state31"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state04"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state13"
"home-exterior-repair","Home Exterior Repair","daily_living","41000","state46"
"home-exterior-repair","Home Exterior Repair","daily_living","50000","state25"
"home-exterior-repair","Home Exterior Repair","daily_living","42000","state23"
"home-exterior-repair","Home Exterior Repair","daily_living","27040","state01"
"home-exterior-repair","Home Exterior Repair","daily_living","27900","state22"
"home-exterior-repair","Home Exterior Repair","daily_living","34800","state33"
"home-exterior-repair","Home Exterior Repair","daily_living","27000","state16"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state18"
"home-exterior-repair","Home Exterior Repair","daily_living","30002","state08"
"home-exterior-repair","Home Exterior Repair","daily_living","30000","state38"
"home-exterior-repair","Home Exterior Repair","daily_living","32000","state02"
"home-exterior-repair","Home Exterior Repair","daily_living","34000","state35"
"home-exterior-repair","Home Exterior Repair","daily_living","35000","state44"
"home-exterior-repair","Home Exterior Repair","daily_living","42000","state11"
"home-items-repair","Home Items Repair","daily_living","25000","state55"
"home-items-repair","Home Items Repair","daily_living","35000","state26"
"home-items-repair","Home Items Repair","daily_living","32400","state21"
"home-items-repair","Home Items Repair","daily_living","38780","state36"
"home-items-repair","Home Items Repair","daily_living","33500","state29"
"home-items-repair","Home Items Repair","daily_living","30000","state05"
"home-items-repair","Home Items Repair","daily_living","30002","state08"
"home-items-repair","Home Items Repair","daily_living","32000","state53"
"home-items-repair","Home Items Repair","daily_living","34000","state35"
"home-items-repair","Home Items Repair","daily_living","30000","state27"
"home-items-repair","Home Items Repair","daily_living","50000","state39"
"home-items-repair","Home Items Repair","daily_living","30000","state42"
"home-items-repair","Home Items Repair","daily_living","30000","state34"
"home-items-repair","Home Items Repair","daily_living","32000","state02"
"home-items-repair","Home Items Repair","daily_living","32000","state06"
"home-items-repair","Home Items Repair","daily_living","30000","state04"
"home-items-repair","Home Items Repair","daily_living","24000","state37"
"home-items-repair","Home Items Repair","daily_living","36568","state47"
"home-items-repair","Home Items Repair","daily_living","30000","state50"
"home-items-repair","Home Items Repair","daily_living","50000","state25"
"home-items-repair","Home Items Repair","daily_living","38000","state32"
"home-items-repair","Home Items Repair","daily_living","37000","state51"
"home-items-repair","Home Items Repair","daily_living","26000","state48"
"home-items-repair","Home Items Repair","daily_living","27000","state16"
"home-items-repair","Home Items Repair","daily_living","30000","state41"
"home-items-repair","Home Items Repair","daily_living","30000","state13"
"home-items-repair","Home Items Repair","daily_living","26000","state45"
"home-items-repair","Home Items Repair","daily_living","41768","state19"
"home-items-repair","Home Items Repair","daily_living","27002","state40"
"home-items-repair","Home Items Repair","daily_living","33000","state56"
"home-items-repair","Home Items Repair","daily_living","31200","state17"
"home-items-repair","Home Items Repair","daily_living","42000","state23"
"home-items-repair","Home Items Repair","daily_living","34800","state33"
"home-items-repair","Home Items Repair","daily_living","33000","state20"
"home-items-repair","Home Items Repair","daily_living","27000","state30"
"home-items-repair","Home Items Repair","daily_living","41000","state46"
"home-items-repair","Home Items Repair","daily_living","30000","state49"
"home-items-repair","Home Items Repair","daily_living","30000","state54"
"home-items-repair","Home Items Repair","daily_living","32000","state24"
"home-items-repair","Home Items Repair","daily_living","27900","state22"
"home-items-repair","Home Items Repair","daily_living","35000","state15"
"home-items-repair","Home Items Repair","daily_living","27040","state01"
"home-items-repair","Home Items Repair","daily_living","28000","state09"
"home-items-repair","Home Items Repair","daily_living","30000","state18"
"home-items-repair","Home Items Repair","daily_living","35000","state12"
"home-items-repair","Home Items Repair","daily_living","30000","state38"
"home-items-repair","Home Items Repair","daily_living","30000","state10"
"home-items-repair","Home Items Repair","daily_living","35000","state31"
"home-items-repair","Home Items Repair","daily_living","35000","state44"
"home-organization","Home Organization","daily_living","28000","state09"
"home-organization","Home Organization","daily_living","35000","state26"
"home-organization","Home Organization","daily_living","32000","state06"
"home-organization","Home Organization","daily_living","30000","state05"
"home-organization","Home Organization","daily_living","32000","state24"
"home-organization","Home Organization","daily_living","30000","state13"
"home-organization","Home Organization","daily_living","33500","state29"
"home-organization","Home Organization","daily_living","30000","state54"
"home-organization","Home Organization","daily_living","30000","state18"
"home-organization","Home Organization","daily_living","38780","state36"
"home-organization","Home Organization","daily_living","30000","state42"
"home-organization","Home Organization","daily_living","25000","state55"
"home-organization","Home Organization","daily_living","34000","state35"
"home-organization","Home Organization","daily_living","30000","state38"
"home-organization","Home Organization","daily_living","26000","state48"
"home-organization","Home Organization","daily_living","32000","state53"
"home-organization","Home Organization","daily_living","35000","state12"
"home-organization","Home Organization","daily_living","24000","state37"
"home-organization","Home Organization","daily_living","35000","state31"
"home-organization","Home Organization","daily_living","37000","state51"
"home-organization","Home Organization","daily_living","26000","state45"
"home-organization","Home Organization","daily_living","50000","state39"
"home-organization","Home Organization","daily_living","27000","state16"
"home-organization","Home Organization","daily_living","41768","state19"
"home-organization","Home Organization","daily_living","30000","state34"
"home-organization","Home Organization","daily_living","50000","state25"
"home-organization","Home Organization","daily_living","34800","state33"
"home-organization","Home Organization","daily_living","30000","state04"
"home-organization","Home Organization","daily_living","30000","state41"
"home-organization","Home Organization","daily_living","27000","state30"
"home-organization","Home Organization","daily_living","30002","state08"
"home-organization","Home Organization","daily_living","36568","state47"
"home-organization","Home Organization","daily_living","27900","state22"
"home-organization","Home Organization","daily_living","42000","state23"
"home-organization","Home Organization","daily_living","27002","state40"
"home-organization","Home Organization","daily_living","31200","state17"
"home-organization","Home Organization","daily_living","33000","state20"
"home-organization","Home Organization","daily_living","38000","state32"
"home-organization","Home Organization","daily_living","30000","state49"
"home-organization","Home Organization","daily_living","32400","state21"
"home-organization","Home Organization","daily_living","27040","state01"
"home-organization","Home Organization","daily_living","33000","state56"
"home-organization","Home Organization","daily_living","30000","state10"
"home-organization","Home Organization","daily_living","30000","state27"
"home-organization","Home Organization","daily_living","25600","state28"
"home-organization","Home Organization","daily_living","41000","state46"
"home-organization","Home Organization","daily_living","35000","state15"
"home-organization","Home Organization","daily_living","30000","state50"
"home-organization","Home Organization","daily_living","42000","state11"
"home-organization","Home Organization","daily_living","32000","state02"
"home-organization","Home Organization","daily_living","35000","state44"
"home-schooling-of-children","Home schooling of children","developmental","67000","state36"
"home-schooling-of-children","Home schooling of children","developmental","50000","state22"
"home-schooling-of-children","Home schooling of children","developmental","67000","state41"
"home-schooling-of-children","Home schooling of children","developmental","60000","state39"
"home-schooling-of-children","Home schooling of children","developmental","55000","state19"
"home-schooling-of-children","Home schooling of children","developmental","60000","state13"
"home-schooling-of-children","Home schooling of children","developmental","50000","state54"
"home-schooling-of-children","Home schooling of children","developmental","50000","state05"
"home-schooling-of-children","Home schooling of children","developmental","74000","state06"
"home-schooling-of-children","Home schooling of children","developmental","62000","state17"
"home-schooling-of-children","Home schooling of children","developmental","54400","state04"
"home-schooling-of-children","Home schooling of children","developmental","79000","state53"
"home-schooling-of-children","Home schooling of children","developmental","55000","state21"
"home-schooling-of-children","Home schooling of children","developmental","58500","state48"
"home-schooling-of-children","Home schooling of children","developmental","87000","state44"
"home-schooling-of-children","Home schooling of children","developmental","57000","state26"
"home-schooling-of-children","Home schooling of children","developmental","75000","state34"
"home-schooling-of-children","Home schooling of children","developmental","45000","state12"
"home-schooling-of-children","Home schooling of children","developmental","51000","state27"
"home-schooling-of-children","Home schooling of children","developmental","55000","state47"
"home-schooling-of-children","Home schooling of children","developmental","55140","state56"
"home-schooling-of-children","Home schooling of children","developmental","65000","state42"
"home-schooling-of-children","Home schooling of children","developmental","56000","state55"
"home-schooling-of-children","Home schooling of children","developmental","50000","state51"
"home-schooling-of-children","Home schooling of children","developmental","60000","state01"
"home-schooling-of-children","Home schooling of children","developmental","53000","state18"
"home-schooling-of-children","Home schooling of children","developmental","72000","state24"
"home-schooling-of-children","Home schooling of children","developmental","67000","state25"
"home-schooling-of-children","Home schooling of children","developmental","48000","state30"
"home-schooling-of-children","Home schooling of children","developmental","53400","state20"
"home-schooling-of-children","Home schooling of children","developmental","45000","state40"
"home-schooling-of-children","Home schooling of children","developmental","52000","state45"
"home-schooling-of-children","Home schooling of children","developmental","62943","state49"
"home-schooling-of-children","Home schooling of children","developmental","52900","state16"
"home-schooling-of-children","Home schooling of children","developmental","55000","state32"
"home-schooling-of-children","Home schooling of children","developmental","56000","state35"
"home-schooling-of-children","Home schooling of children","developmental","65000","state02"
"home-schooling-of-children","Home schooling of children","developmental","60000","state15"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","47000","state36"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","50000","state25"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state48"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","43000","state55"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","36000","state01"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","43000","state09"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state21"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state51"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","41000","state13"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","49920","state53"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state12"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","38600","state39"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","38000","state19"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state06"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","42000","state26"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","41000","state56"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","44000","state17"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state38"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","32000","state28"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","38482","state29"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state54"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state34"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","47000","state24"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state35"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","39000","state18"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","44600","state49"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","30000","state23"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","48180","state27"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","49800","state08"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","42000","state04"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state37"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","35000","state31"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","37500","state47"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state45"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state20"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45760","state33"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","44000","state42"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","42000","state44"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","36000","state40"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","50000","state46"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state02"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state32"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state41"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","41000","state05"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","34000","state22"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","53000","state11"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state30"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","40000","state16"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","38000","state10"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","37000","state15"
"household-financial-and-organizational-management","Household Financial and Organizational Management","daily_living","45000","state50"
"hygiene","Hygiene","daily_living","29468","state48"
"hygiene","Hygiene","daily_living","25000","state36"
"hygiene","Hygiene","daily_living","42000","state50"
"hygiene","Hygiene","daily_living","29000","state25"
"hygiene","Hygiene","daily_living","27000","state55"
"hygiene","Hygiene","daily_living","41000","state18"
"hygiene","Hygiene","daily_living","32000","state51"
"hygiene","Hygiene","daily_living","30000","state01"
"hygiene","Hygiene","daily_living","20600","state49"
"hygiene","Hygiene","daily_living","40000","state09"
"hygiene","Hygiene","daily_living","30000","state26"
"hygiene","Hygiene","daily_living","24600","state06"
"hygiene","Hygiene","daily_living","32000","state21"
"hygiene","Hygiene","daily_living","27000","state34"
"hygiene","Hygiene","daily_living","30000","state27"
"hygiene","Hygiene","daily_living","15000","state19"
"hygiene","Hygiene","daily_living","35000","state13"
"hygiene","Hygiene","daily_living","26000","state04"
"hygiene","Hygiene","daily_living","60000","state53"
"hygiene","Hygiene","daily_living","24000","state41"
"hygiene","Hygiene","daily_living","50000","state31"
"hygiene","Hygiene","daily_living","30000","state12"
"hygiene","Hygiene","daily_living","25000","state45"
"hygiene","Hygiene","daily_living","46000","state39"
"hygiene","Hygiene","daily_living","25000","state47"
"hygiene","Hygiene","daily_living","40000","state24"
"hygiene","Hygiene","daily_living","28000","state29"
"hygiene","Hygiene","daily_living","25000","state17"
"hygiene","Hygiene","daily_living","25000","state56"
"hygiene","Hygiene","daily_living","22000","state40"
"hygiene","Hygiene","daily_living","17000","state05"
"hygiene","Hygiene","daily_living","23700","state20"
"hygiene","Hygiene","daily_living","25000","state28"
"hygiene","Hygiene","daily_living","40000","state33"
"hygiene","Hygiene","daily_living","25000","state42"
"hygiene","Hygiene","daily_living","40000","state22"
"hygiene","Hygiene","daily_living","31200","state37"
"hygiene","Hygiene","daily_living","38000","state54"
"hygiene","Hygiene","daily_living","45000","state35"
"hygiene","Hygiene","daily_living","45000","state38"
"hygiene","Hygiene","daily_living","45000","state32"
"hygiene","Hygiene","daily_living","NULL","state23"
"hygiene","Hygiene","daily_living","6700","state08"
"hygiene","Hygiene","daily_living","50000","state46"
"hygiene","Hygiene","daily_living","30000","state16"
"hygiene","Hygiene","daily_living","29224","state10"
"hygiene","Hygiene","daily_living","24219","state44"
"hygiene","Hygiene","daily_living","3700","state02"
"hygiene","Hygiene","daily_living","38000","state30"
"hygiene","Hygiene","daily_living","35000","state11"
"hygiene","Hygiene","daily_living","68000","state15"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state36"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state48"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","23400","state09"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state26"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","20000","state21"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state51"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state13"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","29000","state08"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state31"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state39"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","31320","state47"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","20000","state19"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","24000","state54"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state17"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","24000","state56"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","26000","state34"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state55"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state06"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state24"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","31200","state12"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","24000","state37"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","17000","state20"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state18"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","15000","state28"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","22880","state49"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state35"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state42"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","28000","state53"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state27"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state29"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state45"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","20000","state22"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","23000","state40"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","26000","state01"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","28500","state32"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state25"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","39000","state44"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","13500","state16"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state02"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","27000","state04"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","30000","state41"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","33000","state05"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","27800","state50"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","26000","state10"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state30"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","28000","state23"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","25000","state33"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","37500","state15"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","29000","state11"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","14000","state38"
"kitchen-and-food-clean-up","Kitchen and food clean-up","daily_living","35000","state46"
"laundry","Laundry","daily_living","40000","state55"
"laundry","Laundry","daily_living","40000","state01"
"laundry","Laundry","daily_living","42000","state09"
"laundry","Laundry","daily_living","17000","state50"
"laundry","Laundry","daily_living","27000","state21"
"laundry","Laundry","daily_living","18000","state48"
"laundry","Laundry","daily_living","22000","state51"
"laundry","Laundry","daily_living","49000","state45"
"laundry","Laundry","daily_living","8000","state08"
"laundry","Laundry","daily_living","33000","state31"
"laundry","Laundry","daily_living","25000","state19"
"laundry","Laundry","daily_living","30000","state24"
"laundry","Laundry","daily_living","15000","state47"
"laundry","Laundry","daily_living","29000","state06"
"laundry","Laundry","daily_living","45000","state54"
"laundry","Laundry","daily_living","25000","state17"
"laundry","Laundry","daily_living","27000","state56"
"laundry","Laundry","daily_living","26000","state04"
"laundry","Laundry","daily_living","22000","state37"
"laundry","Laundry","daily_living","23000","state13"
"laundry","Laundry","daily_living","30000","state29"
"laundry","Laundry","daily_living","35000","state20"
"laundry","Laundry","daily_living","29000","state22"
"laundry","Laundry","daily_living","32002","state28"
"laundry","Laundry","daily_living","30000","state26"
"laundry","Laundry","daily_living","37000","state25"
"laundry","Laundry","daily_living","25000","state42"
"laundry","Laundry","daily_living","40000","state34"
"laundry","Laundry","daily_living","35000","state53"
"laundry","Laundry","daily_living","33500","state27"
"laundry","Laundry","daily_living","26000","state18"
"laundry","Laundry","daily_living","38928","state40"
"laundry","Laundry","daily_living","35000","state39"
"laundry","Laundry","daily_living","27000","state36"
"laundry","Laundry","daily_living","29000","state49"
"laundry","Laundry","daily_living","30000","state12"
"laundry","Laundry","daily_living","27500","state38"
"laundry","Laundry","daily_living","25000","state41"
"laundry","Laundry","daily_living","24000","state30"
"laundry","Laundry","daily_living","6804","state23"
"laundry","Laundry","daily_living","29000","state05"
"laundry","Laundry","daily_living","40000","state33"
"laundry","Laundry","daily_living","29000","state32"
"laundry","Laundry","daily_living","25000","state16"
"laundry","Laundry","daily_living","22000","state35"
