"geo_level","category_id","subcategory_id","care_type","care_focus","provider_attention","provision_interval","population"
"state16","race-parenthood","white-parent","informal","developmental","active",32078273.4064083,326840.901795171
"state16","race-parenthood","white-parent","informal","developmental","passive_child",103957921.303508,326840.901795171
"state16","race-parenthood","white-parent","informal","health","passive_elder",1083906.45019969,186722.130859205
"state16","race-parenthood","white-parent","informal","none","active",291594214.179556,326840.901795171
"state17","gender","female","formal","daily_living","active",85263142.6285714,4901738.81
"state17","gender","female","formal","developmental","active",112168303.628571,4882489.78
"state17","gender","female","formal","health","active",151805733.6,4901738.81
"state17","gender","female","formal","none","active",558586590.685714,4960811.37
"state17","gender","female","informal","daily_living","active",1169618304.17192,5140432.60794881
"state17","gender","female","informal","developmental","active",253776974.479421,4878156.53089136
"state17","gender","female","informal","developmental","passive_child",412820267.707003,4964486.8130003
"state17","gender","female","informal","health","active",74932984.7120844,4899608.98704426
"state17","gender","female","informal","health","passive_elder",49984611.2849423,3981178.37450248
"state17","gender","female","informal","none","active",4847378114.52374,5140432.60794881
"state17","gender","male","formal","daily_living","active",89189322.2571429,4713048.9
"state17","gender","male","formal","developmental","active",50345181.6857143,4853487.25
"state17","gender","male","formal","health","active",44060070.6,4727094.83
"state17","gender","male","formal","none","active",922155855.857143,4910548.93
"state17","gender","male","informal","daily_living","active",888118861.920384,5618527.48130282
"state17","gender","male","informal","developmental","active",152197056.809128,5057454.43480171
"state17","gender","male","informal","developmental","passive_child",360738035.115973,5288287.50501295
"state17","gender","male","informal","health","active",47388007.2261416,5566014.29729139
"state17","gender","male","informal","health","passive_elder",50660942.2561966,4856406.62764599
"state17","gender","male","informal","none","active",5485666849.22947,5618527.48130282
"state17","gender-parenthood","female-non-parent","formal","daily_living","active",46649637.2571429,2998652.62
"state17","gender-parenthood","female-non-parent","formal","developmental","active",46472934.2571429,2998652.62
"state17","gender-parenthood","female-non-parent","formal","health","active",78517812.0857143,2998652.62
"state17","gender-parenthood","female-non-parent","formal","none","active",304569037.028571,3036351.49
"state17","gender-parenthood","female-non-parent","informal","daily_living","active",689291777.933355,3072202.53755203
"state17","gender-parenthood","female-non-parent","informal","developmental","active",57741105.5606347,3041557.59388269
"state17","gender-parenthood","female-non-parent","informal","developmental","passive_child",53897932.7032827,2923938.81134853
"state17","gender-parenthood","female-non-parent","informal","health","active",46754684.2415232,3041557.59388269
"state17","gender-parenthood","female-non-parent","informal","health","passive_elder",34075609.4000002,2635339.22589207
"state17","gender-parenthood","female-non-parent","informal","none","active",3085923857.13681,3072202.53755203
"state17","gender-parenthood","female-parent","formal","daily_living","active",23966028.3428571,1325834.22
"state17","gender-parenthood","female-parent","formal","developmental","active",53256670.1142857,1325834.22
"state17","gender-parenthood","female-parent","formal","health","active",54998433.4285714,1325834.22
"state17","gender-parenthood","female-parent","formal","none","active",184472874.342857,1347207.91
"state17","gender-parenthood","female-parent","informal","daily_living","active",315855976.54587,1399893.4760537
"state17","gender-parenthood","female-parent","informal","developmental","active",187632005.413362,1399893.4760537
"state17","gender-parenthood","female-parent","informal","developmental","passive_child",349476792.86419,1399893.4760537
"state17","gender-parenthood","female-parent","informal","health","active",13895962.8394907,1217396.86756351
"state17","gender-parenthood","female-parent","informal","health","passive_elder",1202829.13098547,812184.90644183
"state17","gender-parenthood","female-parent","informal","none","active",1128301249.51829,1399893.4760537
"state17","gender-parenthood","male-non-parent","formal","daily_living","active",62321815.3714286,3103399.27
"state17","gender-parenthood","male-non-parent","formal","developmental","active",23615420.5714286,3243837.62
"state17","gender-parenthood","male-non-parent","formal","health","active",27666891.8571429,3264350.02
"state17","gender-parenthood","male-non-parent","formal","none","active",509351206.028571,3274043.41
"state17","gender-parenthood","male-non-parent","informal","daily_living","active",556433502.453544,3453745.054766
"state17","gender-parenthood","male-non-parent","informal","developmental","active",46381207.2812424,3419961.86356657
"state17","gender-parenthood","male-non-parent","informal","developmental","passive_child",23557098.6877237,3241984.18059215
"state17","gender-parenthood","male-non-parent","informal","health","active",25493654.8593467,3419961.86356657
"state17","gender-parenthood","male-non-parent","informal","health","passive_elder",22059972.928292,3453745.054766
"state17","gender-parenthood","male-non-parent","informal","none","active",3598508493.32688,3453745.054766
"state17","gender-parenthood","male-parent","formal","daily_living","active",20470081.0285714,1165421.75
"state17","gender-parenthood","male-parent","formal","developmental","active",23525247.5142857,1165421.75
"state17","gender-parenthood","male-parent","formal","health","active",12563226.1714286,1027077.54
"state17","gender-parenthood","male-parent","formal","none","active",319391087.485714,1170525.75
"state17","gender-parenthood","male-parent","informal","daily_living","active",238483500.277905,1640010.68171432
"state17","gender-parenthood","male-parent","informal","developmental","active",105815849.527886,1637492.57123515
"state17","gender-parenthood","male-parent","informal","developmental","passive_child",330855409.239066,1637492.57123515
"state17","gender-parenthood","male-parent","informal","health","active",15235654.6572504,1637492.57123515
"state17","gender-parenthood","male-parent","informal","health","passive_elder",622336.306651742,993850.819694339
"state17","gender-parenthood","male-parent","informal","none","active",1395054976.03752,1640010.68171432
"state17","gender-race","female-asian","formal","developmental","active",5095320.85714286,148512.29
"state17","gender-race","female-asian","formal","none","active",25332369.9428571,245336
"state17","gender-race","female-asian","informal","daily_living","active",63651466.4520523,309722.622573002
"state17","gender-race","female-asian","informal","developmental","active",26577543.1726694,282040.553827981
"state17","gender-race","female-asian","informal","developmental","passive_child",34908624.0700354,164421.771293821
"state17","gender-race","female-asian","informal","health","active",1734246.23229043,117618.78253416
"state17","gender-race","female-asian","informal","health","passive_elder",2829703.41784923,117618.78253416
"state17","gender-race","female-asian","informal","none","active",306710254.801042,309722.622573002
"state17","gender-race","female-black","formal","daily_living","active",8773269,438896.61
"state17","gender-race","female-black","formal","health","active",20644291.9714286,650459.19
"state17","gender-race","female-black","formal","none","active",71116121.9142857,719080.57
"state17","gender-race","female-black","informal","daily_living","active",144062713.300245,652021.152237613
"state17","gender-race","female-black","informal","developmental","active",22425401.784575,545020.868808121
"state17","gender-race","female-black","informal","developmental","passive_child",68584351.2284099,545020.868808121
"state17","gender-race","female-black","informal","health","active",8431212.21666899,652021.152237613
"state17","gender-race","female-black","informal","health","passive_elder",8403189.16529744,335156.125298809
"state17","gender-race","female-black","informal","none","active",655864726.8834,652021.152237613
"state17","gender-race","female-hispan","formal","daily_living","active",23068634.6571429,803737.49
"state17","gender-race","female-hispan","formal","developmental","active",6846456,661204.2
"state17","gender-race","female-hispan","formal","health","active",18988237.0285714,661204.2
"state17","gender-race","female-hispan","formal","none","active",92110024.9714286,803737.49
"state17","gender-race","female-hispan","informal","daily_living","active",173583959.728332,726196.435561606
"state17","gender-race","female-hispan","informal","developmental","active",35114191.8754635,601565.585602981
"state17","gender-race","female-hispan","informal","developmental","passive_child",63604153.94626,726196.435561606
"state17","gender-race","female-hispan","informal","health","active",8895913.44614613,726196.435561606
"state17","gender-race","female-hispan","informal","health","passive_elder",11663200.7344356,124630.849958625
"state17","gender-race","female-hispan","informal","none","active",656066753.259562,726196.435561606
"state17","gender-race","female-multi","formal","none","active",15191640.4285714,59072.56
"state17","gender-race","female-multi","informal","daily_living","active",4804384.45242614,33055.5999649912
"state17","gender-race","female-multi","informal","developmental","active",2551651.89668293,18074.8371963715
"state17","gender-race","female-multi","informal","developmental","passive_child",3266339.53646924,18074.8371963715
"state17","gender-race","female-multi","informal","none","active",35186960.9747091,33055.5999649912
"state17","gender-race","female-native","informal","none","active",21381606.9294813,15664.1809007189
"state17","gender-race","female-other","formal","daily_living","active",6574955.74285714,544768.99
"state17","gender-race","female-other","formal","developmental","active",20258782.2857143,958437.57
"state17","gender-race","female-other","formal","health","active",11144087.9142857,475739.7
"state17","gender-race","female-other","formal","none","active",1908082.71428571,19249.03
"state17","gender-race","female-other","informal","daily_living","active",1174813.56755392,15664.1809007189
"state17","gender-race","female-other","informal","developmental","active",1000087.97320142,27682.0687450208
"state17","gender-race","female-other","informal","developmental","passive_child",3124057.00711522,107000.283429492
"state17","gender-race","female-white","formal","daily_living","active",46846283.2285714,3114335.72
"state17","gender-race","female-white","formal","developmental","active",79967744.4857143,3114335.72
"state17","gender-race","female-white","formal","health","active",101029116.685714,3114335.72
"state17","gender-race","female-white","formal","none","active",352928350.714286,3114335.72
"state17","gender-race","female-white","informal","daily_living","active",782340966.671315,3403772.61671088
"state17","gender-race","female-white","informal","developmental","active",166108097.776828,3403772.61671088
"state17","gender-race","female-white","informal","developmental","passive_child",239332741.918713,3403772.61671088
"state17","gender-race","female-white","informal","health","active",55871612.8169789,3403772.61671088
"state17","gender-race","female-white","informal","health","passive_elder",27088517.9673601,3403772.61671088
"state17","gender-race","female-white","informal","none","active",3172167811.67554,3403772.61671088
"state17","gender-race","male-asian","formal","developmental","active",4108799.57142857,140438.35
"state17","gender-race","male-asian","formal","none","active",48764109.3428571,238923.75
"state17","gender-race","male-asian","informal","daily_living","active",50042798.7293417,319653.504589544
"state17","gender-race","male-asian","informal","developmental","active",13080623.4118835,303441.62225672
"state17","gender-race","male-asian","informal","developmental","passive_child",38383361.4253715,125463.939282301
"state17","gender-race","male-asian","informal","none","active",320406770.87133,319653.504589544
"state17","gender-race","male-black","formal","daily_living","active",7317575.05714286,468892.35
"state17","gender-race","male-black","formal","none","active",111170454.771429,639784.74
"state17","gender-race","male-black","informal","daily_living","active",107718172.47755,643453.346162973
"state17","gender-race","male-black","informal","developmental","active",4540099.44376776,543704.236858957
"state17","gender-race","male-black","informal","developmental","passive_child",12005965.0833437,543704.236858957
"state17","gender-race","male-black","informal","health","active",5390726.28243534,425938.738797489
"state17","gender-race","male-black","informal","health","passive_elder",3307393.06081805,425938.738797489
"state17","gender-race","male-black","informal","none","active",631247868.835831,643453.346162973
"state17","gender-race","male-hispan","formal","daily_living","active",35892570.0857143,931070.66
"state17","gender-race","male-hispan","formal","health","active",5959660.28571429,553973.75
"state17","gender-race","male-hispan","formal","none","active",183748718.657143,931070.66
"state17","gender-race","male-hispan","informal","daily_living","active",168366068.772345,1078217.84291631
"state17","gender-race","male-hispan","informal","developmental","active",46363482.0402634,952245.147359055
"state17","gender-race","male-hispan","informal","developmental","passive_child",120237975.633563,1078217.84291631
"state17","gender-race","male-hispan","informal","health","active",17080808.7309306,952245.147359055
"state17","gender-race","male-hispan","informal","health","passive_elder",31375512.3689944,677805.528719271
"state17","gender-race","male-hispan","informal","none","active",1019661831.44582,1078217.84291631
"state17","gender-race","male-multi","informal","daily_living","active",5018997.05122604,36301.3016786038
"state17","gender-race","male-multi","informal","none","active",43801035.8683006,36301.3016786038
"state17","gender-race","male-other","formal","daily_living","active",5173203.42857143,541629.39
"state17","gender-race","male-other","formal","developmental","active",18804532.4571429,1941592.4
"state17","gender-race","male-other","formal","health","active",15033509.6571429,1401664.58
"state17","gender-race","male-other","formal","none","active",9957201,57061.68
"state17","gender-race","male-other","informal","developmental","passive_child",193901.328921773,282838.057628401
"state17","gender-race","male-other","informal","health","active",6494674.07090992,646928.925179459
"state17","gender-race","male-other","informal","health","passive_elder",1713491.04461272,1205611.69386819
"state17","gender-race","male-white","formal","daily_living","active",40805973.6857143,2771456.5
"state17","gender-race","male-white","formal","developmental","active",27431849.6571429,2771456.5
"state17","gender-race","male-white","formal","health","active",23066900.6571429,2771456.5
"state17","gender-race","male-white","formal","none","active",568515372.085714,3043708.1
"state17","gender-race","male-white","informal","daily_living","active",556972824.889921,3540901.48595538
"state17","gender-race","male-white","informal","developmental","active",88212851.9132137,3258063.42832698
"state17","gender-race","male-white","informal","developmental","passive_child",189916831.644774,3258063.42832698
"state17","gender-race","male-white","informal","health","active",18421798.1418658,3540901.48595538
"state17","gender-race","male-white","informal","health","passive_elder",14264545.7817715,2547050.66626105
"state17","gender-race","male-white","informal","none","active",3470549342.20818,3540901.48595538
"state17","race-parenthood","asian-non-parent","formal","developmental","active",9204120.42857143,288950.64
"state17","race-parenthood","asian-non-parent","formal","none","active",34811717.1428571,288950.64
"state17","race-parenthood","asian-non-parent","informal","daily_living","active",51134825.0493121,295596.465508579
"state17","race-parenthood","asian-non-parent","informal","developmental","active",3574299.0725072,295596.465508579
"state17","race-parenthood","asian-non-parent","informal","health","active",1734246.23229043,117618.78253416
"state17","race-parenthood","asian-non-parent","informal","health","passive_elder",2829703.41784923,117618.78253416
"state17","race-parenthood","asian-non-parent","informal","none","active",322890851.110354,295596.465508579
"state17","race-parenthood","asian-parent","formal","none","active",39284762.1428571,195309.11
"state17","race-parenthood","asian-parent","informal","daily_living","active",53736011.3582878,289885.710576122
"state17","race-parenthood","asian-parent","informal","developmental","active",36083867.5120457,289885.710576122
"state17","race-parenthood","asian-parent","informal","developmental","passive_child",73291985.4954069,289885.710576122
"state17","race-parenthood","asian-parent","informal","none","active",254317675.895954,289885.710576122
"state17","race-parenthood","black-non-parent","formal","daily_living","active",16090844.0571429,907788.96
"state17","race-parenthood","black-non-parent","formal","health","active",10078875.7714286,438896.61
"state17","race-parenthood","black-non-parent","formal","none","active",99922478.9142857,907788.96
"state17","race-parenthood","black-non-parent","informal","daily_living","active",149624232.22393,761094.864096298
"state17","race-parenthood","black-non-parent","informal","developmental","active",1976025.64120136,761094.864096298
"state17","race-parenthood","black-non-parent","informal","developmental","passive_child",8181790.91768972,761094.864096298
"state17","race-parenthood","black-non-parent","informal","health","active",8191267.26794195,761094.864096298
"state17","race-parenthood","black-non-parent","informal","health","passive_elder",11710582.2261155,761094.864096298
"state17","race-parenthood","black-non-parent","informal","none","active",816782053.903323,761094.864096298
"state17","race-parenthood","black-parent","formal","health","active",10565416.2,211562.58
"state17","race-parenthood","black-parent","formal","none","active",66043461.9428571,352142.47
"state17","race-parenthood","black-parent","informal","daily_living","active",69421565.9693365,327630.24157078
"state17","race-parenthood","black-parent","informal","developmental","active",24989475.5871414,327630.24157078
"state17","race-parenthood","black-parent","informal","developmental","passive_child",72408525.3940638,327630.24157078
"state17","race-parenthood","black-parent","informal","health","active",2006008.8034113,209864.743509312
"state17","race-parenthood","black-parent","informal","none","active",282832918.150691,327630.24157078
"state17","race-parenthood","hispan-non-parent","formal","daily_living","active",34090073.5714286,946401.06
"state17","race-parenthood","hispan-non-parent","formal","developmental","active",3640282.28571429,392427.31
"state17","race-parenthood","hispan-non-parent","formal","health","active",20195046,946401.06
"state17","race-parenthood","hispan-non-parent","formal","none","active",139832399.228571,946401.06
"state17","race-parenthood","hispan-non-parent","informal","daily_living","active",185130578.95305,958051.201152631
"state17","race-parenthood","hispan-non-parent","informal","developmental","active",37287489.4445019,958051.201152631
"state17","race-parenthood","hispan-non-parent","informal","developmental","passive_child",25797367.392496,958051.201152631
"state17","race-parenthood","hispan-non-parent","informal","health","active",13128510.4407062,958051.201152631
"state17","race-parenthood","hispan-non-parent","informal","health","passive_elder",7592339.99821417,551832.833162015
"state17","race-parenthood","hispan-non-parent","informal","none","active",924040774.197576,958051.201152631
"state17","race-parenthood","hispan-parent","formal","daily_living","active",15680847.6,504210.02
"state17","race-parenthood","hispan-parent","formal","developmental","active",3206173.71428572,268776.89
"state17","race-parenthood","hispan-parent","formal","health","active",4752851.31428571,268776.89
"state17","race-parenthood","hispan-parent","formal","none","active",92283585.6,504210.02
"state17","race-parenthood","hispan-parent","informal","daily_living","active",88424182.133606,595759.531809405
"state17","race-parenthood","hispan-parent","informal","developmental","active",44190184.471225,595759.531809405
"state17","race-parenthood","hispan-parent","informal","developmental","passive_child",149129017.442071,595759.531809405
"state17","race-parenthood","hispan-parent","informal","health","active",8872531.63414889,595759.531809405
"state17","race-parenthood","hispan-parent","informal","none","active",503125432.875039,595759.531809405
"state17","race-parenthood","multi-non-parent","formal","none","active",7863518.14285714,37698.87
"state17","race-parenthood","multi-non-parent","informal","daily_living","active",7153495.57804913,48763.9539680477
"state17","race-parenthood","multi-non-parent","informal","none","active",60593235.5454935,48763.9539680477
"state17","race-parenthood","multi-parent","formal","none","active",7328122.28571429,21373.69
"state17","race-parenthood","multi-parent","informal","daily_living","active",2669885.92560306,20592.9476755474
"state17","race-parenthood","multi-parent","informal","developmental","active",2551651.89668293,18074.8371963715
"state17","race-parenthood","multi-parent","informal","developmental","passive_child",3266339.53646924,18074.8371963715
"state17","race-parenthood","multi-parent","informal","none","active",18394761.2975162,20592.9476755474
"state17","race-parenthood","native-non-parent","informal","none","active",21381606.9294813,15664.1809007189
"state17","race-parenthood","other-non-parent","formal","daily_living","active",1779077.57142857,148512.29
"state17","race-parenthood","other-non-parent","formal","developmental","active",12008049,1461762.71
"state17","race-parenthood","other-non-parent","formal","health","active",11810222.2285714,778355.39
"state17","race-parenthood","other-non-parent","formal","none","active",5371359,30205.79
"state17","race-parenthood","other-non-parent","informal","daily_living","active",1174813.56755392,15664.1809007189
"state17","race-parenthood","other-non-parent","informal","health","active",16127.5050304274,177977.682974419
"state17","race-parenthood","other-non-parent","informal","health","passive_elder",1091154.73796098,211760.874173847
"state17","race-parenthood","other-parent","formal","daily_living","active",6186150.85714286,547451.58
"state17","race-parenthood","other-parent","formal","developmental","active",19590729.1714286,782884.71
"state17","race-parenthood","other-parent","formal","health","active",6237428.14285714,432977.92
"state17","race-parenthood","other-parent","formal","none","active",974506.285714286,5104
"state17","race-parenthood","other-parent","informal","health","active",465340.20619318,243229.437343769
"state17","race-parenthood","other-parent","informal","health","passive_elder",622336.306651742,993850.819694339
"state17","race-parenthood","white-non-parent","formal","daily_living","active",57011457.4285714,4099349.58
"state17","race-parenthood","white-non-parent","formal","developmental","active",45235903.1142857,4099349.58
"state17","race-parenthood","white-non-parent","formal","health","active",64100559.9428571,4099349.58
"state17","race-parenthood","white-non-parent","formal","none","active",526118770.628571,4099349.58
"state17","race-parenthood","white-non-parent","informal","daily_living","active",851507335.015003,4446776.92669175
"state17","race-parenthood","white-non-parent","informal","developmental","active",61284498.6836666,4446776.92669175
"state17","race-parenthood","white-non-parent","informal","developmental","passive_child",43475873.0808206,4446776.92669175
"state17","race-parenthood","white-non-parent","informal","health","active",49178187.6549009,4446776.92669175
"state17","race-parenthood","white-non-parent","informal","health","passive_elder",32911801.9481523,4446776.92669175
"state17","race-parenthood","white-non-parent","informal","none","active",4538743828.77746,4446776.92669175
"state17","race-parenthood","white-parent","formal","daily_living","active",22569110.9142857,1439594.37
"state17","race-parenthood","white-parent","formal","developmental","active",53985014.7428571,1439594.37
"state17","race-parenthood","white-parent","formal","health","active",46005963.9428571,1439594.37
"state17","race-parenthood","white-parent","formal","none","active",297949523.571429,1439594.37
"state17","race-parenthood","white-parent","informal","daily_living","active",340087831.436942,1806035.72613617
"state17","race-parenthood","white-parent","informal","developmental","active",185632675.474153,1806035.72613617
"state17","race-parenthood","white-parent","informal","developmental","passive_child",382236334.235246,1806035.72613617
"state17","race-parenthood","white-parent","informal","health","active",17787736.8529878,1806035.72613617
"state17","race-parenthood","white-parent","informal","health","passive_elder",1202829.13098547,812184.90644183
"state17","race-parenthood","white-parent","informal","none","active",1464685437.33661,1806035.72613617
"state18","gender","female","formal","daily_living","active",55701605.3142857,2560729.1
"state18","gender","female","formal","developmental","active",53955377.0571429,2520208.48
"state18","gender","female","formal","health","active",80998244.6571429,2520386.04
"state18","gender","female","formal","none","active",260658402.6,2637315.35
"state18","gender","female","informal","daily_living","active",710691500.45178,2838752.72493196
"state18","gender","female","informal","developmental","active",109719315.138422,2629625.47480016
"state18","gender","female","informal","developmental","passive_child",233214210.009407,2646543.0421611
"state18","gender","female","informal","health","active",38596733.370094,2736265.52655886
"state18","gender","female","informal","health","passive_elder",46077970.6426689,2006100.91255455
"state18","gender","female","informal","none","active",2731257134.79257,2838752.72493196
"state18","gender","male","formal","daily_living","active",35611559.8285714,2485219.11
"state18","gender","male","formal","developmental","active",25601081.3142857,2361993.6
"state18","gender","male","formal","health","active",35292121.6285714,1924270.58
"state18","gender","male","formal","none","active",497422077,2602278.07
"state18","gender","male","informal","daily_living","active",473042968.50993,2709596.09222119
"state18","gender","male","informal","developmental","active",54375983.2417865,2532187.22508425
"state18","gender","male","informal","developmental","passive_child",233471531.851052,2643327.69349947
"state18","gender","male","informal","health","active",40051346.9462714,2555418.55905565
"state18","gender","male","informal","health","passive_elder",33265370.4508082,1605221.55877477
"state18","gender","male","informal","none","active",2654166952.10321,2709596.09222119
"state18","gender-parenthood","female-non-parent","formal","daily_living","active",32851649.9142857,1575612.43
"state18","gender-parenthood","female-non-parent","formal","developmental","active",22510603.5428571,1559158.25
"state18","gender-parenthood","female-non-parent","formal","health","active",32372445.5142857,1536921.15
"state18","gender-parenthood","female-non-parent","formal","none","active",138020433.257143,1575612.43
"state18","gender-parenthood","female-non-parent","informal","daily_living","active",440898638.703867,1797224.24703809
"state18","gender-parenthood","female-non-parent","informal","developmental","active",25137265.4720968,1643284.90593996
"state18","gender-parenthood","female-non-parent","informal","developmental","passive_child",22819063.9065659,1623455.02516153
"state18","gender-parenthood","female-non-parent","informal","health","active",23746167.193313,1797224.24703809
"state18","gender-parenthood","female-non-parent","informal","health","passive_elder",31264112.8686312,1623455.02516153
"state18","gender-parenthood","female-non-parent","informal","none","active",1796008995.89572,1797224.24703809
"state18","gender-parenthood","female-parent","formal","daily_living","active",15031181.0571429,792510.43
"state18","gender-parenthood","female-parent","formal","developmental","active",28593303.3428571,744875.05
"state18","gender-parenthood","female-parent","formal","health","active",44024309.5714286,767289.71
"state18","gender-parenthood","female-parent","formal","none","active",100586264.228571,818598.2
"state18","gender-parenthood","female-parent","informal","daily_living","active",176747458.420799,720423.946556657
"state18","gender-parenthood","female-parent","informal","developmental","active",84137262.0165133,720423.946556657
"state18","gender-parenthood","female-parent","informal","developmental","passive_child",205847892.134879,720423.946556657
"state18","gender-parenthood","female-parent","informal","health","active",9010111.36367442,625519.235192633
"state18","gender-parenthood","female-parent","informal","health","passive_elder",503326.14449829,69123.8430648729
"state18","gender-parenthood","female-parent","informal","none","active",605571707.929323,720423.946556657
"state18","gender-parenthood","male-non-parent","formal","daily_living","active",28324770.6857143,1736136.75
"state18","gender-parenthood","male-non-parent","formal","developmental","active",9710033.48571429,1653638.3
"state18","gender-parenthood","male-non-parent","formal","health","active",8963957.57142857,1345068.28
"state18","gender-parenthood","male-non-parent","formal","none","active",281876937.857143,1736136.75
"state18","gender-parenthood","male-non-parent","informal","daily_living","active",296851658.034395,1729910.92027745
"state18","gender-parenthood","male-non-parent","informal","developmental","active",6435092.18375886,1724666.79770261
"state18","gender-parenthood","male-non-parent","informal","developmental","passive_child",20620738.2862964,1698542.59363397
"state18","gender-parenthood","male-non-parent","informal","health","active",37306194.4610122,1608277.91586775
"state18","gender-parenthood","male-non-parent","informal","health","passive_elder",32654258.4730097,1587397.83437393
"state18","gender-parenthood","male-non-parent","informal","none","active",1753393603.66011,1729910.92027745
"state18","gender-parenthood","male-parent","formal","daily_living","active",5220735.42857143,598188.89
"state18","gender-parenthood","male-parent","formal","developmental","active",13954037.5714286,573499.08
"state18","gender-parenthood","male-parent","formal","health","active",21353079.2571429,573499.08
"state18","gender-parenthood","male-parent","formal","none","active",186599872.371429,686338.49
"state18","gender-parenthood","male-parent","informal","daily_living","active",131030832.870377,807520.427381636
"state18","gender-parenthood","male-parent","informal","developmental","active",47940891.0580276,807520.427381636
"state18","gender-parenthood","male-parent","informal","developmental","passive_child",212718703.426784,807520.427381636
"state18","gender-parenthood","male-parent","informal","health","active",699604.477960823,792052.246303198
"state18","gender-parenthood","male-parent","informal","none","active",727005403.554924,807520.427381636
"state18","gender-race","female-asian","formal","none","active",4333344.94285714,26087.77
"state18","gender-race","female-asian","informal","daily_living","active",19846539.4554555,90103.0286410553
"state18","gender-race","female-asian","informal","developmental","active",2646227.82575009,25780.8682991512
"state18","gender-race","female-asian","informal","developmental","passive_child",3436062.71451466,25780.8682991512
"state18","gender-race","female-asian","informal","none","active",76224599.4791946,90103.0286410553
"state18","gender-race","female-black","formal","none","active",21469361.8285714,206130.99
"state18","gender-race","female-black","informal","daily_living","active",54394942.5811657,247393.355297296
"state18","gender-race","female-black","informal","developmental","active",7677312.73559284,210645.907157917
"state18","gender-race","female-black","informal","developmental","passive_child",26801509.8411704,247393.355297296
"state18","gender-race","female-black","informal","health","active",3875675.210075,141522.064093044
"state18","gender-race","female-black","informal","health","passive_elder",2981456.57267569,141522.064093044
"state18","gender-race","female-black","informal","none","active",234916255.983159,247393.355297296
"state18","gender-race","female-hispan","formal","health","active",3787747.2,73723.15
"state18","gender-race","female-hispan","formal","none","active",14115686.1428571,192528.62
"state18","gender-race","female-hispan","informal","daily_living","active",64020107.415131,189880.793327944
"state18","gender-race","female-hispan","informal","developmental","active",12134533.2627718,81823.1516774203
"state18","gender-race","female-hispan","informal","developmental","passive_child",38048624.1843429,81823.1516774203
"state18","gender-race","female-hispan","informal","health","active",686311.990887874,97199.6677652942
"state18","gender-race","female-hispan","informal","none","active",178074164.874632,189880.793327944
"state18","gender-race","female-multi","informal","daily_living","active",12757938.0022356,64094.29253296
"state18","gender-race","female-multi","informal","developmental","active",4353155.36283708,44264.411754526
"state18","gender-race","female-multi","informal","developmental","passive_child",7724514.34527016,44264.411754526
"state18","gender-race","female-multi","informal","none","active",55541724.1894554,64094.29253296
"state18","gender-race","female-other","formal","daily_living","active",13165201.7142857,462030.71
"state18","gender-race","female-other","formal","developmental","active",13426657.3714286,614116.33
"state18","gender-race","female-other","formal","health","active",15598131.7714286,540570.74
"state18","gender-race","female-other","formal","none","active",6456563.57142857,113869.58
"state18","gender-race","female-other","informal","developmental","active",539679.86462972,19829.880778434
"state18","gender-race","female-other","informal","health","active",8998986.65231598,250262.53956782
"state18","gender-race","female-other","informal","health","passive_elder",9283781.44215954,116729.265089481
"state18","gender-race","female-white","formal","daily_living","active",42536403.6,2098698.39
"state18","gender-race","female-white","formal","developmental","active",40528719.6857143,1906092.15
"state18","gender-race","female-white","formal","health","active",61612365.6857143,1906092.15
"state18","gender-race","female-white","formal","none","active",214283446.114286,2098698.39
"state18","gender-race","female-white","informal","daily_living","active",559671972.997792,2247281.25513271
"state18","gender-race","female-white","informal","developmental","active",82368406.0868407,2247281.25513271
"state18","gender-race","female-white","informal","developmental","passive_child",157203498.924109,2247281.25513271
"state18","gender-race","female-white","informal","health","active",25035759.5168151,2247281.25513271
"state18","gender-race","female-white","informal","health","passive_elder",33812732.6278337,1747849.58337202
"state18","gender-race","female-white","informal","none","active",2186500390.26613,2247281.25513271
"state18","gender-race","male-asian","formal","none","active",13240765.2857143,58574.06
"state18","gender-race","male-asian","informal","daily_living","active",5355237.39101333,26124.2040686477
"state18","gender-race","male-asian","informal","developmental","passive_child",3047608.90384359,12877.3277294279
"state18","gender-race","male-asian","informal","none","active",50816532.4240615,46152.2126658066
"state18","gender-race","male-black","formal","none","active",37165459.5428571,188445.65
"state18","gender-race","male-black","informal","daily_living","active",40021622.2830222,250330.117225344
"state18","gender-race","male-black","informal","developmental","active",219460.240446189,161777.11153904
"state18","gender-race","male-black","informal","developmental","passive_child",12655390.6475116,232506.39282451
"state18","gender-race","male-black","informal","none","active",257484086.605282,250330.117225344
"state18","gender-race","male-hispan","formal","daily_living","active",5435044.11428571,156784.67
"state18","gender-race","male-hispan","formal","none","active",46382493.8571429,210159.45
"state18","gender-race","male-hispan","informal","daily_living","active",46791154.5780193,265574.82045267
"state18","gender-race","male-hispan","informal","developmental","active",3003143.78432355,145850.961788569
"state18","gender-race","male-hispan","informal","developmental","passive_child",51572285.0701757,145850.961788569
"state18","gender-race","male-hispan","informal","none","active",249244771.401883,265574.82045267
"state18","gender-race","male-multi","formal","none","active",9729603.6,75413.69
"state18","gender-race","male-multi","informal","daily_living","active",917721.450596041,5244.12257483452
"state18","gender-race","male-multi","informal","none","active",9350347.14185904,11834.812555274
"state18","gender-race","male-native","informal","daily_living","active",1165884.00705444,2590.85334900986
"state18","gender-race","male-native","informal","developmental","passive_child",1321335.20799503,2590.85334900986
