"name","geo","median_wage","population","provision_interval","Type"
"Teacher Assistants","state11","30000",2322.13872,555010.255885714,"Paid"
"Teacher Assistants","state51","25000",40067.58236,10909015.4321143,"Paid"
"Teacher Assistants","state54","22000",6944.3502,2072271.0432,"Paid"
"Teacher Assistants","state37","23000",30399.50152,8754191.46342857,"Paid"
"Teacher Assistants","state45","21000",15319.64956,4584477.59177143,"Paid"
"Teacher Assistants","state13","24000",45448.41476,12765651.2616,"Paid"
"Teacher Assistants","state12","22100",55548.64788,16402218.5266286,"Paid"
"Teacher Assistants","state21","20000",13019.1286,3266855.51142857,"Paid"
"Teacher Assistants","state47","23000",24631.06526,7670764.92394286,"Paid"
"Teacher Assistants","state01","26000",10560.25608,3193786.18148571,"Paid"
"Teacher Assistants","state28","19000",8979.26334,2965307.34102857,"Paid"
"Teacher Assistants","state05","20000",11742.93214,3441333.03651429,"Paid"
"Teacher Assistants","state22","25000",15528.89836,4103786.69108571,"Paid"
"Teacher Assistants","state40","20191",19303.22306,5495239.43297143,"Paid"
"Teacher Assistants","state48","24000",99007.07516,28404666.8763429,"Paid"
"Teacher Assistants","state30","22500",5026.49786,1229955.98142857,"Paid"
"Teacher Assistants","state16","20000",7971.9008,1985913.08451429,"Paid"
"Teacher Assistants","state56","20500",4281.61128,1265019.7164,"Paid"
"Teacher Assistants","state08","24500",31716.03104,9264371.5596,"Paid"
"Teacher Assistants","state35","20500",10861.70088,3209248.66628571,"Paid"
"Teacher Assistants","state04","20000",26552.26896,7846629.11811429,"Paid"
"Teacher Assistants","state49","20500",19479.16436,3935522.6616,"Paid"
"Teacher Assistants","state32","25000",8224.03408,2489680.278,"Paid"
"Teacher Assistants","state53","23000",34377.87882,9671550.24788572,"Paid"
"Teacher Assistants","state41","23000",26617.4796,6545951.84657143,"Paid"
"Teacher Assistants","state06","27000",158612.69392,41725433.4714857,"Paid"
"Teacher Assistants","state02","35000",3896.69434,1209269.44902857,"Paid"
"Teacher Assistants","state15","30000",7149.92896,2130802.76194286,"Paid"
"Waiters and Waitresses","state23","17000",12367.85152,2732051.46257143,"Paid"
"Waiters and Waitresses","state33","25000",8239.28092,2083254.29708571,"Paid"
"Waiters and Waitresses","state50","18200",3321.83594,726785.807657143,"Paid"
"Waiters and Waitresses","state25","24000",54089.8876,12171978.4472571,"Paid"
"Waiters and Waitresses","state44","26000",9323.91562,2410558.70314286,"Paid"
"Waiters and Waitresses","state09","19000",21167.14182,4012977.48325714,"Paid"
"Waiters and Waitresses","state36","24700",143478.9174,36809639.5551429,"Paid"
"Waiters and Waitresses","state34","23000",49331.24162,12427003.9592571,"Paid"
"Waiters and Waitresses","state42","15000",89904.34498,18796807.9239429,"Paid"
"Waiters and Waitresses","state39","15000",92380.36724,17944635.0538286,"Paid"
"Waiters and Waitresses","state18","19000",51493.47492,13071142.0812,"Paid"
"Waiters and Waitresses","state17","18000",74330.28442,16300742.9094857,"Paid"
"Waiters and Waitresses","state26","17256",68515.32576,15844936.2468,"Paid"
"Waiters and Waitresses","state55","19002",36070.5738,8376058.536,"Paid"
"Waiters and Waitresses","state27","17000",33455.77396,7244113.2816,"Paid"
"Waiters and Waitresses","state19","22000",11911.58272,1870462.776,"Paid"
"Waiters and Waitresses","state29","18000",36324.1298,9454288.06148572,"Paid"
"Waiters and Waitresses","state38","17281",4580.29584,887664.9036,"Paid"
"Waiters and Waitresses","state46","20000",5598.83752,1231759.09851429,"Paid"
"Waiters and Waitresses","state31","16000",14352.66614,3313301.44782857,"Paid"
"Waiters and Waitresses","state20","12700",24774.0673,5114324.04222857,"Paid"
"Waiters and Waitresses","state10","20000",7086.4045,1410910.81302857,"Paid"
"Waiters and Waitresses","state24","22000",38130.93978,9280359.79165714,"Paid"
"Waiters and Waitresses","state11","25000",4037.55954,998413.456114286,"Paid"
"Waiters and Waitresses","state51","20000",72168.25916,15466358.8608,"Paid"
"Waiters and Waitresses","state54","19000",10837.93682,2688198.68074286,"Paid"
"Waiters and Waitresses","state37","18000",74421.29966,17237700.0973714,"Paid"
"Waiters and Waitresses","state45","14533",42844.0091,9599510.07994286,"Paid"
"Waiters and Waitresses","state13","18000",74217.02696,17813568.6936,"Paid"
"Waiters and Waitresses","state12","22000",231165.13326,60924311.3448,"Paid"
"Waiters and Waitresses","state21","22600",21149.66474,4431083.10977143,"Paid"
"Waiters and Waitresses","state47","20000",48721.1761,12178580.7646286,"Paid"
"Waiters and Waitresses","state01","20000",33162.78962,8651502.63497143,"Paid"
"Waiters and Waitresses","state28","17000",18454.21226,4057875.80245714,"Paid"
"Waiters and Waitresses","state05","19000",20011.87696,5045197.05788571,"Paid"
"Waiters and Waitresses","state22","18700",30452.49844,7261939.42628571,"Paid"
"Waiters and Waitresses","state40","15000",25322.83284,5953853.17251429,"Paid"
"Waiters and Waitresses","state48","20000",238071.74296,63102767.7934286,"Paid"
"Waiters and Waitresses","state30","19000",8735.10176,2095650.28302857,"Paid"
"Waiters and Waitresses","state16","14000",15410.80312,3371805.86537143,"Paid"
"Waiters and Waitresses","state56","18720",3373.10388,786319.779085714,"Paid"
"Waiters and Waitresses","state08","25000",38102.21468,10002031.4628,"Paid"
"Waiters and Waitresses","state35","24000",14248.31898,3584389.31725714,"Paid"
"Waiters and Waitresses","state04","20000",50331.13432,13268731.9241143,"Paid"
"Waiters and Waitresses","state49","24000",10035.05446,2601883.32034286,"Paid"
"Waiters and Waitresses","state32","28000",46264.6379,12593117.1762857,"Paid"
"Waiters and Waitresses","state53","28000",41464.3186,10211412.3776571,"Paid"
"Waiters and Waitresses","state41","22900",25028.49856,6014825.11457143,"Paid"
"Waiters and Waitresses","state06","25000",289736.16868,72724338.9913714,"Paid"
"Waiters and Waitresses","state02","25000",3591.0081,1004747.64377143,"Paid"
"Waiters and Waitresses","state15","25000",17213.33848,4321880.73154286,"Paid"
"Childcare Workers","national","20000",989755.86502,271385554.477886,"Paid"
"Cooks/Chefs","national","24640",2544021.89544,752974713.123086,"Paid"
"Counselors","national","49000",1533895.93308,480717529.225714,"Paid"
"Dentists","national","50000",674648.39954,199089730.960286,"Paid"
"Education Administrators","national","75000",988051.38576,348234471.795943,"Paid"
"Elementary and Middle School Teachers","national","55000",3585690.07894,1189403887.35274,"Paid"
"Food Managers","national","42000",1261489.0776,430552004.562686,"Paid"
"Food Preparation Workers","national","20280",2254340.74858,593276136.478457,"Paid"
"Hairdressers, Hairstylists, and Cosmetologists","national","25000",1208515.1436,327556410.260571,"Paid"
"Housekeeping, Janitors, and Groundskeepers","national","28000",5360945.9298,1528249123.5516,"Paid"
"Medical and Health Services Managers","national","75000",799947.14322,282516761.8644,"Paid"
"Medical Records and Health Information Technicians","national","45000",208501.11142,69037342.5495429,"Paid"
"Medical Specialists/Therapists","national","73000",1521048.6431,464011823.635714,"Paid"
"Miscellaneous Educational/Instructional","national","46000",1870148.23718,520658319.612,"Paid"
"Miscellaneous Health Praticioner (Non-doctor or nurse)","national","46500",2717414.86428,849984016.8312,"Paid"
"Nurses","national","70000",4397881.78442,1386825563.39691,"Paid"
"Nursing, Psychiatric, and Home Health Aides","national","30000",3011247.75476,902575720.515771,"Paid"
"Personal Care Aides","national","25000",1484239.80486,424132450.653943,"Paid"
"Physicians and Surgeons","national","200000",972706.17744,379670171.6052,"Paid"
"Postsecondary Teachers","national","74115",1118865.39172,356366211.657943,"Paid"
"Preschool and Kindergarten Teachers","national","30000",660569.97284,203948507.4672,"Paid"
"Secondary School Teachers","national","60000",992481.21054,344635287.069086,"Paid"
"Social Workers","national","52000",1720242.83376,569894819.016686,"Paid"
"Teacher Assistants","national","24000",1405165.87588,391293796.8636,"Paid"
"Waiters and Waitresses","national","20000",2398800.86106,581507751.645086,"Paid"
"Animal Care","state25","27000",728190.192033997,21783706.8624636,"Unpaid"
"Animal Care","state48","40000",3448165.20084894,101917477.56465,"Unpaid"
"Animal Care","state34","50000",661310.231223707,21679810.3954688,"Unpaid"
"Animal Care","state04","8000",856376.052183143,26822741.2907288,"Unpaid"
"Animal Care","state53","NULL",1247621.2200419,34487458.7828497,"Unpaid"
"Animal Care","state47","24000",822884.041527587,25826590.453032,"Unpaid"
"Animal Care","state06","38800",3258332.48224596,99341594.1057181,"Unpaid"
"Animal Care","state26","7800",1095514.19620713,32918387.8480957,"Unpaid"
"Animal Care","state05","42000",347024.568907552,10482676.4497532,"Unpaid"
"Animal Care","state40","35000",563903.448316045,16418316.8350856,"Unpaid"
"Animal Care","state36","28678",1380386.10793707,41617874.0058037,"Unpaid"
"Animal Care","state49","NULL",356090.486061765,7511364.96858194,"Unpaid"
"Animal Care","state55","22000",822120.32443857,38924365.8466351,"Unpaid"
"Animal Care","state31","NULL",240562.561065163,9104178.09445214,"Unpaid"
"Animal Care","state29","8000",818036.048262559,27961852.4733293,"Unpaid"
"Animal Care","state42","18500",1971354.24859987,66083248.1831716,"Unpaid"
"Animal Care","state39","20000",2132854.10617717,58606985.6478016,"Unpaid"
"Animal Care","state18","11000",803569.52292689,24535712.875528,"Unpaid"
"Animal Care","state27","10000",969217.667564179,23593919.606238,"Unpaid"
"Animal Care","state28","114000",352549.492715902,12344835.2299849,"Unpaid"
"Animal Care","state35","35000",372456.267633559,9003383.79553895,"Unpaid"
"Animal Care","state21","15000",675194.458889474,19448417.0494324,"Unpaid"
"Animal Care","state44","NULL",98957.083264457,2957133.7227979,"Unpaid"
"Animal Care","state19","42240",560092.426261981,18755680.7104774,"Unpaid"
"Animal Care","state51","5000",1229689.74429335,55129300.448846,"Unpaid"
"Animal Care","state12","36400",2167309.61851453,69278000.5987121,"Unpaid"
"Animal Care","state38","NULL",89545.008811034,4537921.28734142,"Unpaid"
"Animal Care","state45","25000",684310.529155626,21381905.7924172,"Unpaid"
"Animal Care","state46","30000",143510.070246279,3692187.51343927,"Unpaid"
"Animal Care","state41","41000",724977.344402083,21369764.5646752,"Unpaid"
"Animal Care","state32","NULL",333004.258467292,8062825.22760282,"Unpaid"
"Animal Care","state23","NULL",212432.696680691,3797143.88427168,"Unpaid"
"Animal Care","state01","2600",674676.151276188,21425991.5155495,"Unpaid"
"Animal Care","state30","29500",121564.115733495,3850591.67135154,"Unpaid"
"Animal Care","state17","14000",1570293.13973134,38419844.8246086,"Unpaid"
"Animal Care","state13","38000",1138032.07565167,29071908.2295466,"Unpaid"
"Animal Care","state37","40000",1065578.6354073,34820816.9670155,"Unpaid"
"Animal Care","state20","30000",450927.063858717,15831073.9635735,"Unpaid"
"Animal Care","state16","57000",229484.768197098,9644015.78069426,"Unpaid"
"Animal Care","state22","22000",384948.273617498,10337979.3978732,"Unpaid"
"Animal Care","state24","NULL",655963.746304573,22545215.3977274,"Unpaid"
"Animal Care","state50","14000",112858.83931939,2522035.56529926,"Unpaid"
"Animal Care","state08","5000",657825.394277242,21799884.1318554,"Unpaid"
"Animal Care","state11","5000",32468.1764780915,700655.876531343,"Unpaid"
"Animal Care","state54","NULL",313313.482019106,20869432.3177555,"Unpaid"
"Animal Care","state56","NULL",65912.9924940608,5786508.39059967,"Unpaid"
"Animal Care","state15","80000",98761.0074907677,2208606.41940796,"Unpaid"
"Animal Care","state09","NULL",407368.097149426,13386978.5004691,"Unpaid"
"Animal Care","state02","3000",72397.762739137,1911368.44930324,"Unpaid"
"Animal Care","state33","NULL",167703.349258738,6573592.13666343,"Unpaid"
"Animal Care","state10","60000",93488.247385251,2921840.34267334,"Unpaid"
"Appliance/Tool Organization","state09","28000",46291.9993554866,4560472.40247863,"Unpaid"
"Appliance/Tool Organization","state36","38780",150776.437680955,9028568.66019729,"Unpaid"
"Appliance/Tool Organization","state48","26000",244554.820080308,14426420.4614039,"Unpaid"
"Appliance/Tool Organization","state18","30000",108248.909908618,5302699.16121588,"Unpaid"
"Appliance/Tool Organization","state06","32000",280093.608480066,27770311.219054,"Unpaid"
"Appliance/Tool Organization","state27","30000",41220.4785262488,1001706.8619396,"Unpaid"
"Appliance/Tool Organization","state19","41768",45568.2673551326,1432046.1776633,"Unpaid"
"Appliance/Tool Organization","state21","32400",67123.386353943,3873938.12798027,"Unpaid"
"Appliance/Tool Organization","state17","31200",151360.572385667,4997082.49689138,"Unpaid"
"Appliance/Tool Organization","state05","30000",38910.8523602378,2455819.01330199,"Unpaid"
"Appliance/Tool Organization","state53","32000",82465.053076291,5796565.94544152,"Unpaid"
"Appliance/Tool Organization","state39","50000",151719.849377848,13120832.8708221,"Unpaid"
"Appliance/Tool Organization","state30","27000",14911.3845665025,395924.799303529,"Unpaid"
"Appliance/Tool Organization","state12","35000",142269.555640442,7932038.98698207,"Unpaid"
"Appliance/Tool Organization","state51","37000",52518.2115280729,3619920.25986467,"Unpaid"
"Appliance/Tool Organization","state13","30000",107746.18910279,2954261.79338848,"Unpaid"
"Appliance/Tool Organization","state01","27040",39932.7882458553,2167722.92307993,"Unpaid"
"Appliance/Tool Organization","state34","30000",90714.8347049485,6812512.54721838,"Unpaid"
"Appliance/Tool Organization","state47","36568",78305.1784866641,5940902.25780754,"Unpaid"
"Appliance/Tool Organization","state26","35000",107762.438336412,8041972.97173584,"Unpaid"
"Appliance/Tool Organization","state24","32000",92767.3741461616,5082871.9540591,"Unpaid"
"Appliance/Tool Organization","state29","33500",62840.727025189,5479684.77632691,"Unpaid"
"Appliance/Tool Organization","state55","25000",118940.410820252,10353891.3876565,"Unpaid"
"Appliance/Tool Organization","state42","30000",158994.453820917,15120301.2129011,"Unpaid"
"Appliance/Tool Organization","state45","26000",100624.934456558,5889803.44508219,"Unpaid"
"Appliance/Tool Organization","state22","27900",56752.6749697315,3054590.64299005,"Unpaid"
"Appliance/Tool Organization","state25","50000",98883.9322403633,3752357.55060979,"Unpaid"
"Appliance/Tool Organization","state37","24000",127930.235933758,11144224.2773015,"Unpaid"
"Appliance/Tool Organization","state08","30002",44616.3699055244,1685068.88467734,"Unpaid"
"Appliance/Tool Organization","state40","27002",36059.1530552258,4324282.85035656,"Unpaid"
"Appliance/Tool Organization","state38","30000",12169.0830784482,2058495.67052934,"Unpaid"
"Appliance/Tool Organization","state04","30000",50808.0322312553,4129270.8547484,"Unpaid"
"Appliance/Tool Organization","state20","33000",43380.9485860981,2775268.84668156,"Unpaid"
"Appliance/Tool Organization","state23","42000",19249.9064856745,1152971.72206873,"Unpaid"
"Appliance/Tool Organization","state46","41000",2482.77233996274,335174.26589497,"Unpaid"
"Appliance/Tool Organization","state28","25600",46934.723137137,6159161.18952927,"Unpaid"
"Appliance/Tool Organization","state41","30000",55131.2520821814,3707417.1460907,"Unpaid"
"Appliance/Tool Organization","state16","27000",35021.7128974334,3239009.20841194,"Unpaid"
"Appliance/Tool Organization","state44","35000",2019.08594158301,181717.734742471,"Unpaid"
"Appliance/Tool Organization","state49","30000",28188.387000217,2050180.80080363,"Unpaid"
"Appliance/Tool Organization","state35","34000",27171.6141583847,3790785.58822647,"Unpaid"
"Appliance/Tool Organization","state31","35000",33315.8633989578,589495.497996423,"Unpaid"
"Appliance/Tool Organization","state15","35000",24699.326775594,2950973.28734958,"Unpaid"
"Appliance/Tool Organization","state54","30000",72722.8314395014,3003003.7626491,"Unpaid"
"Appliance/Tool Organization","state11","42000",10145.6326646422,1507778.26416871,"Unpaid"
"Appliance/Tool Organization","state33","34800",5352.14384899069,328013.765863726,"Unpaid"
"Appliance/Tool Organization","state50","30000",5800.41406948822,1044074.53250788,"Unpaid"
"Appliance/Tool Organization","state02","32000",7469.52261679397,899197.438645206,"Unpaid"
"Appliance/Tool Organization","state32","38000",2949.66712070301,117986.684828121,"Unpaid"
"Appliance/Tool Organization","state56","33000",7431.62252851562,37158.1126425781,"Unpaid"
"Attending Children's events","state26","7020",75302.6994311326,10873660.8106839,"Unpaid"
"Attending Children's events","state21","117000",70080.8263518844,7219026.8037934,"Unpaid"
"Attending Children's events","state36","26000",131975.582099251,22935105.8569694,"Unpaid"
"Attending Children's events","state24","25000",83843.5391899923,6857579.44102251,"Unpaid"
"Attending Children's events","state53","25000",85781.0086925556,8537960.76035685,"Unpaid"
"Attending Children's events","state27","14000",116487.718062584,13910094.8148218,"Unpaid"
"Attending Children's events","state19","14000",79287.0286948542,8784607.49133543,"Unpaid"
"Attending Children's events","state48","25000",496445.442472938,50508863.2127241,"Unpaid"
"Attending Children's events","state15","15000",9358.27430228,1544329.35822727,"Unpaid"
"Attending Children's events","state20","10000",65512.4913286608,9534999.0550184,"Unpaid"
"Attending Children's events","state34","18000",110163.700097852,15155678.8478874,"Unpaid"
"Attending Children's events","state30","20000",27179.4459613655,3786575.96355076,"Unpaid"
"Attending Children's events","state47","25000",60732.2955943611,7650741.24416765,"Unpaid"
"Attending Children's events","state17","20000",219581.428412511,25373820.9940489,"Unpaid"
"Attending Children's events","state25","26000",89424.5738549419,10383746.6874662,"Unpaid"
"Attending Children's events","state13","37200",89686.1362615595,10225690.4058925,"Unpaid"
"Attending Children's events","state04","6000",75982.6514203452,10945639.0033456,"Unpaid"
"Attending Children's events","state37","26000",101369.23657307,8993057.04346375,"Unpaid"
"Attending Children's events","state01","23700",57785.1476674559,7649252.77378901,"Unpaid"
"Attending Children's events","state55","5000",79995.4845288619,8490601.26462536,"Unpaid"
"Attending Children's events","state38","35000",16893.4938301079,2342201.91737533,"Unpaid"
"Attending Children's events","state09","25000",20111.0267206641,1895906.50438363,"Unpaid"
"Attending Children's events","state06","25000",335866.007649697,38245838.5422267,"Unpaid"
"Attending Children's events","state28","20000",34531.2845547847,3710245.52409439,"Unpaid"
"Attending Children's events","state45","27000",11534.8250732795,1117008.44572692,"Unpaid"
"Attending Children's events","state41","12000",68061.6880748394,10832962.3904692,"Unpaid"
"Attending Children's events","state18","13800",65936.0854569178,5932371.60894894,"Unpaid"
"Attending Children's events","state42","30000",141934.965608208,14850589.0664909,"Unpaid"
"Attending Children's events","state51","32000",110747.636904643,16121262.3689007,"Unpaid"
"Attending Children's events","state12","24000",175521.548009018,19502019.7659289,"Unpaid"
"Attending Children's events","state49","19200",52354.1013649984,3866010.68070299,"Unpaid"
"Attending Children's events","state10","10800",22800.7912555595,2351063.09535772,"Unpaid"
"Attending Children's events","state39","16000",207511.67555516,25187719.7797215,"Unpaid"
"Attending Children's events","state31","28000",16237.2361478652,1339094.23934524,"Unpaid"
"Attending Children's events","state46","15000",4821.99152074849,1022520.42906767,"Unpaid"
"Attending Children's events","state08","16000",46818.6505544499,6784946.44512513,"Unpaid"
"Attending Children's events","state29","NULL",45663.1340417556,5166163.44250759,"Unpaid"
"Attending Children's events","state05","12000",33130.9801395255,2771706.61768448,"Unpaid"
"Attending Children's events","state35","23145",30441.2246887923,2649694.86992989,"Unpaid"
"Attending Children's events","state32","15000",21925.2453578038,1932509.70516059,"Unpaid"
"Attending Children's events","state40","NULL",75158.5865746844,11042375.3313281,"Unpaid"
"Attending Children's events","state54","23000",8452.95162988932,585105.585231469,"Unpaid"
"Attending Children's events","state16","22000",23706.2772491107,3840621.42885378,"Unpaid"
"Attending Children's events","state22","11000",28554.2295640784,3259467.46047264,"Unpaid"
"Attending Children's events","state33","18000",12946.2569894904,1400622.97831363,"Unpaid"
"Attending Children's events","state44","78000",8282.84287055452,745455.858349907,"Unpaid"
"Attending Children's events","state02","50002",8507.34955600493,419380.840985688,"Unpaid"
"Attending Children's events","state56","38000",7195.16985796274,431710.191477764,"Unpaid"
"Banking","state36","47000",281868.899035902,15199530.6965804,"Unpaid"
"Banking","state37","40000",145037.771370141,3078356.48763754,"Unpaid"
"Banking","state27","48180",95789.4609819704,971310.969604471,"Unpaid"
"Banking","state26","42000",123735.720000525,1701605.92738062,"Unpaid"
"Banking","state06","45000",389938.185682276,10792429.1570765,"Unpaid"
"Banking","state39","38600",248473.834942711,2261831.47458574,"Unpaid"
"Banking","state19","38000",59121.7662583616,1383661.59584759,"Unpaid"
"Banking","state48","40000",297552.485088999,5369342.83163958,"Unpaid"
"Banking","state46","50000",2394.74964511726,7184.24893535178,"Unpaid"
"Banking","state55","43000",97004.8642193934,1436328.38641889,"Unpaid"
"Banking","state25","50000",132872.404019138,1844196.01617308,"Unpaid"
"Banking","state40","36000",65648.5493533923,1136957.22887427,"Unpaid"
"Banking","state51","40000",120573.94288492,1765590.110799,"Unpaid"
"Banking","state05","41000",83371.1964272077,832353.395360174,"Unpaid"
"Banking","state12","40000",218031.780677627,4747977.80458604,"Unpaid"
"Banking","state08","49800",114706.720414683,3281201.93363737,"Unpaid"
"Banking","state21","45000",89459.4118590679,920753.664770662,"Unpaid"
"Banking","state22","34000",35196.2353446077,319951.351508516,"Unpaid"
"Banking","state35","40000",31314.2149761479,438636.351000796,"Unpaid"
"Banking","state41","45000",78967.4054381036,1494104.40522562,"Unpaid"
"Banking","state34","45000",48380.6490945573,1179186.8989137,"Unpaid"
"Banking","state09","43000",41302.2065851595,319672.371128917,"Unpaid"
"Banking","state20","45000",63143.1998649912,2143653.1993393,"Unpaid"
"Banking","state54","40000",75334.0870080899,542750.236049878,"Unpaid"
"Banking","state42","44000",270817.398489238,5270917.71770309,"Unpaid"
"Banking","state17","44000",158637.280392016,2634217.82787509,"Unpaid"
"Banking","state13","41000",50843.2613016597,1427675.55077483,"Unpaid"
"Banking","state29","38482",91259.1293168762,1081526.00585308,"Unpaid"
"Banking","state01","36000",72697.5490270778,1440783.55116752,"Unpaid"
"Banking","state24","47000",62755.4708199715,1069503.1907476,"Unpaid"
"Banking","state04","42000",124663.257359224,1312536.95660927,"Unpaid"
"Banking","state18","39000",81485.7197665753,2807831.35104598,"Unpaid"
"Banking","state45","40000",55045.7627491386,507975.928935857,"Unpaid"
"Banking","state16","40000",45101.8412047737,204210.495457041,"Unpaid"
"Banking","state53","49920",132276.147089248,1647837.27590869,"Unpaid"
"Banking","state47","37500",140371.312647322,4998950.29185783,"Unpaid"
"Banking","state33","45760",21476.8529177079,228543.121029112,"Unpaid"
"Banking","state31","35000",38334.2572774685,1442757.21341775,"Unpaid"
"Banking","state49","44600",28943.7136263271,322005.993114475,"Unpaid"
"Banking","state28","32000",42459.7548822904,884746.292622629,"Unpaid"
"Banking","state10","38000",18636.4487030805,204823.383178156,"Unpaid"
"Banking","state30","40000",9317.65851143507,93176.5851143507,"Unpaid"
"Banking","state50","45000",7691.98755588658,67364.7101758164,"Unpaid"
"Banking","state15","37000",19039.7341968263,95198.6709841315,"Unpaid"
"Banking","state32","45000",26135.4721497425,1024666.08794951,"Unpaid"
"Banking","state23","30000",4111.45114353644,12334.3534306093,"Unpaid"
"Banking","state38","40000",8325.57315928932,16651.1463185786,"Unpaid"
"Banking","state56","41000",5608.71038855507,112174.207771101,"Unpaid"
"Banking","state02","45000",6738.38324488767,101075.748673315,"Unpaid"
"Clothing Maitanence","state36","NULL",151448.322590956,26517257.9659099,"Unpaid"
"Clothing Maitanence","state27","NULL",80823.0301531989,14518549.7644394,"Unpaid"
"Clothing Maitanence","state55","NULL",78780.675986909,14935517.2748456,"Unpaid"
"Clothing Maitanence","state18","NULL",39319.9038464334,8131769.88422063,"Unpaid"
"Clothing Maitanence","state22","NULL",23609.9266764493,3659172.14821835,"Unpaid"
"Clothing Maitanence","state17","NULL",80173.3227973715,15338154.6088437,"Unpaid"
"Clothing Maitanence","state51","NULL",91335.1753508142,15114215.5453352,"Unpaid"
"Clothing Maitanence","state42","NULL",127048.407480388,21447084.693223,"Unpaid"
"Clothing Maitanence","state12","NULL",102370.576708256,16484520.4162121,"Unpaid"
"Clothing Maitanence","state26","NULL",105426.419567632,20174600.5613056,"Unpaid"
"Clothing Maitanence","state32","NULL",25618.8548391901,2990768.67381197,"Unpaid"
"Clothing Maitanence","state34","NULL",71782.5200233134,14727410.0337949,"Unpaid"
"Clothing Maitanence","state48","NULL",189923.313141552,31632423.8423895,"Unpaid"
"Clothing Maitanence","state05","NULL",10655.2618708214,2515505.2249904,"Unpaid"
"Clothing Maitanence","state25","NULL",50432.5944017611,5564002.10143362,"Unpaid"
"Clothing Maitanence","state13","NULL",103425.756773051,17204498.9331846,"Unpaid"
"Clothing Maitanence","state29","NULL",42777.0093270877,10482334.6867221,"Unpaid"
"Clothing Maitanence","state41","NULL",46456.9204758597,10213209.8909406,"Unpaid"
"Clothing Maitanence","state53","NULL",69344.1291950126,15047590.088423,"Unpaid"
"Clothing Maitanence","state38","NULL",10709.2753243901,1406128.46571039,"Unpaid"
"Clothing Maitanence","state56","NULL",5733.35186367562,939557.057584597,"Unpaid"
"Clothing Maitanence","state21","NULL",43475.5554600822,3673715.76463412,"Unpaid"
"Clothing Maitanence","state06","NULL",207561.505094849,36901241.5400128,"Unpaid"
"Clothing Maitanence","state30","NULL",17379.0329660159,3836597.62257203,"Unpaid"
"Clothing Maitanence","state09","NULL",29836.4909483014,2806159.34783506,"Unpaid"
"Clothing Maitanence","state20","NULL",69900.6573471096,12634729.714107,"Unpaid"
"Clothing Maitanence","state04","NULL",30506.8037003452,4773618.68023429,"Unpaid"
"Clothing Maitanence","state33","NULL",13909.5881043332,1632824.46087285,"Unpaid"
"Clothing Maitanence","state24","NULL",39642.2373538931,2941514.68997196,"Unpaid"
"Clothing Maitanence","state23","NULL",24721.1352884351,4303502.18771183,"Unpaid"
"Clothing Maitanence","state16","NULL",18533.7959004789,3610211.49072101,"Unpaid"
"Clothing Maitanence","state31","NULL",27491.5223211567,3623899.5199176,"Unpaid"
"Clothing Maitanence","state40","NULL",53729.7295237534,15762924.9505635,"Unpaid"
"Clothing Maitanence","state37","NULL",67169.4759607326,7726866.58848341,"Unpaid"
"Clothing Maitanence","state45","NULL",49864.247437097,7392111.83704809,"Unpaid"
"Clothing Maitanence","state49","NULL",37229.166098697,7805012.75235353,"Unpaid"
"Clothing Maitanence","state39","NULL",83241.9613116159,17016735.2698295,"Unpaid"
"Clothing Maitanence","state28","NULL",16241.857534983,2557043.77608293,"Unpaid"
"Clothing Maitanence","state54","NULL",7642.70416436931,1084435.88714811,"Unpaid"
"Clothing Maitanence","state50","NULL",21610.261894766,4400306.92768253,"Unpaid"
"Clothing Maitanence","state35","NULL",33543.8791684499,4496336.10106416,"Unpaid"
"Clothing Maitanence","state08","NULL",42273.6042382932,7925737.21330985,"Unpaid"
"Clothing Maitanence","state47","NULL",35710.7346315973,6110744.9317366,"Unpaid"
"Clothing Maitanence","state10","NULL",3691.77922947014,369177.922947014,"Unpaid"
"Clothing Maitanence","state01","NULL",31072.6865486016,3787837.49277945,"Unpaid"
"Clothing Maitanence","state19","NULL",32253.0536198877,3296431.79896788,"Unpaid"
"Clothing Maitanence","state15","NULL",6006.43574598356,524815.803082977,"Unpaid"
"Clothing Maitanence","state44","NULL",22033.8856517496,1979393.83255552,"Unpaid"
"Clothing Maitanence","state02","NULL",6097.63276680603,365857.966008362,"Unpaid"
"Clothing Maitanence","state46","NULL",2450.67836598027,147040.701958816,"Unpaid"
"Daily Living Travel","state25","45000",2677973.35255448,123611223.349419,"Unpaid"
"Daily Living Travel","state48","35000",11261005.8624841,513079113.685924,"Unpaid"
"Daily Living Travel","state55","NULL",2326234.24150825,101667979.424055,"Unpaid"
"Daily Living Travel","state49","30000",1461942.06503428,67512874.0258378,"Unpaid"
"Daily Living Travel","state09","3000",1208403.30517803,57561473.9759748,"Unpaid"
"Daily Living Travel","state26","41000",3528100.26571365,168139921.170679,"Unpaid"
"Daily Living Travel","state36","45000",6802300.00726792,320155230.93376,"Unpaid"
"Daily Living Travel","state06","20000",12743903.3860988,594437422.746239,"Unpaid"
"Daily Living Travel","state21","NULL",1884456.69651448,87798679.7461568,"Unpaid"
"Daily Living Travel","state51","NULL",3819970.29601583,185731613.844071,"Unpaid"
"Daily Living Travel","state19","NULL",1374777.24988035,60123389.4632813,"Unpaid"
"Daily Living Travel","state13","40000",4229442.9160711,253697954.981757,"Unpaid"
