"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","time_use","care_type","care_focus","provider_attention","population","provision_interval"
2009,"Prime Age","American Indian","NILF",NA,"male","with_children","care","informal","developmental","active",3879.16706171945,931000.094812669
2009,"Prime Age","American Indian","NILF",NA,"male","without_children","care","informal","daily_living","active",4627.37485737973,385847.208419948
2009,"Prime Age","American Indian","NILF",NA,"male","without_children","care","informal","developmental","passive_child",4627.37485737973,195519.396922093
2009,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","daily_living","active",1715.43154054247,445994.617589467
2009,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",1715.43154054247,676874.479589056
2009,"Prime Age","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","active",950.187783532055,1900.37556706411
2009,"Prime Age","American Indian","Unemployed",NA,"female","without_children","care","informal","daily_living","active",1813.32542169096,90666.2710845479
2009,"Prime Age","American Indian","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",1813.32542169096,942929.219279299
2009,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","daily_living","active",8275.63205138192,5083372.51930495
2009,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",8275.63205138192,170169.006435216
2009,"Prime Age","American Indian","Unemployed",NA,"male","with_children","care","informal","developmental","active",6966.63969418795,668797.410642043
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","daily_living","active",239315.290552849,54818175.8795621
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","developmental","passive_child",239315.290552849,70010296.0240053
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","developmental","active",181391.329526024,19771173.1955121
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","health","active",23145.8561362126,1315150.20628216
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","daily_living","active",150852.128746103,26926725.1284736
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","developmental","passive_child",153965.763396483,290615.635600373
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","developmental","active",2421.79696333644,72653.9089000931
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","health","active",9153.40154226411,332328.856824434
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","daily_living","active",213361.023440354,26549923.7214135
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","passive_child",237800.25793341,53012034.2375571
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","developmental","active",142605.504192942,11484641.668721
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","with_children","care","informal","health","active",8520.86940894192,255626.082268258
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","daily_living","active",164149.182936966,19621628.8750015
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","developmental","passive_child",179657.363866753,0
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","developmental","active",1757.09830792603,8785.49153963014
2009,"Prime Age","Asian/Pacific Island","Employed",NA,"male","without_children","care","informal","health","active",9056.63686937699,1630194.63648786
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","daily_living","active",96256.7626777945,30028848.6509695
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","developmental","passive_child",96256.7626777945,33762265.0824281
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","developmental","active",77827.8604125069,18509607.2784998
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","with_children","care","informal","health","active",22066.6328052849,9891412.5316662
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","daily_living","active",32507.5038861567,12631833.1735595
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"female","without_children","care","informal","developmental","passive_child",32507.5038861567,0
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"male","with_children","care","informal","daily_living","active",7686.34371712329,2159727.63686831
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"male","with_children","care","informal","developmental","passive_child",7686.34371712329,1708777.37612511
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","daily_living","active",11503.5232346099,1676262.20120743
2009,"Prime Age","Asian/Pacific Island","NILF",NA,"male","without_children","care","informal","developmental","passive_child",11503.5232346099,0
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","with_children","care","informal","daily_living","active",19845.6075866904,8479130.43896054
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",19845.6075866904,7693743.05026439
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","with_children","care","informal","developmental","active",19845.6075866904,3710944.13283599
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","without_children","care","informal","daily_living","active",7621.1074604411,1966555.68393776
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",7621.1074604411,1078195.62942293
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"female","without_children","care","informal","developmental","active",1466.93282914685,5867.7313165874
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"male","with_children","care","informal","daily_living","active",10190.9934144805,889640.53127103
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",10190.9934144805,3685257.37022784
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"male","with_children","care","informal","developmental","active",6151.60022878027,699073.708762414
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"male","without_children","care","informal","daily_living","active",5902.65076718411,1375317.6287539
2009,"Prime Age","Asian/Pacific Island","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",5902.65076718411,0
2009,"Prime Age","Black","Employed",NA,"female","with_children","care","informal","daily_living","active",607163.908731536,106518663.516035
2009,"Prime Age","Black","Employed",NA,"female","with_children","care","informal","developmental","passive_child",610311.393548894,149764400.951474
2009,"Prime Age","Black","Employed",NA,"female","with_children","care","informal","developmental","active",424775.414839653,41599259.288345
2009,"Prime Age","Black","Employed",NA,"female","with_children","care","informal","health","active",64405.4688397918,8427351.51596843
2009,"Prime Age","Black","Employed",NA,"female","without_children","care","informal","daily_living","active",487169.709884052,79763309.5002145
2009,"Prime Age","Black","Employed",NA,"female","without_children","care","informal","developmental","passive_child",518431.088599107,26357124.1269398
2009,"Prime Age","Black","Employed",NA,"female","without_children","care","informal","developmental","active",42584.16632704,5333738.85941204
2009,"Prime Age","Black","Employed",NA,"female","without_children","care","informal","health","active",18912.9601200526,1340107.09944119
2009,"Prime Age","Black","Employed",NA,"male","with_children","care","informal","daily_living","active",363205.968929898,51995540.7342833
2009,"Prime Age","Black","Employed",NA,"male","with_children","care","informal","developmental","passive_child",374852.765685018,50280069.3612357
2009,"Prime Age","Black","Employed",NA,"male","with_children","care","informal","developmental","active",165931.041762521,11483821.9234427
2009,"Prime Age","Black","Employed",NA,"male","with_children","care","informal","health","active",22051.2247192356,2098472.01650916
2009,"Prime Age","Black","Employed",NA,"male","without_children","care","informal","daily_living","active",430272.097263662,57402959.2590827
2009,"Prime Age","Black","Employed",NA,"male","without_children","care","informal","developmental","passive_child",453295.392711412,10421117.334412
2009,"Prime Age","Black","Employed",NA,"male","without_children","care","informal","developmental","active",42202.3915820663,4680594.20334754
2009,"Prime Age","Black","Employed",NA,"male","without_children","care","informal","health","active",17192.2042902493,1325976.29560301
2009,"Prime Age","Black","NILF",NA,"female","with_children","care","informal","daily_living","active",115123.497978418,22873609.3948204
2009,"Prime Age","Black","NILF",NA,"female","with_children","care","informal","developmental","passive_child",115123.497978418,57463618.3666698
2009,"Prime Age","Black","NILF",NA,"female","with_children","care","informal","developmental","active",90978.8962911989,12544254.8005648
2009,"Prime Age","Black","NILF",NA,"female","with_children","care","informal","health","active",13601.70987232,1607426.12499609
2009,"Prime Age","Black","NILF",NA,"female","without_children","care","informal","daily_living","active",200669.694811451,40110881.2123125
2009,"Prime Age","Black","NILF",NA,"female","without_children","care","informal","developmental","passive_child",202993.374074617,14949257.3647288
2009,"Prime Age","Black","NILF",NA,"female","without_children","care","informal","developmental","active",26974.451260229,2713182.41280647
2009,"Prime Age","Black","NILF",NA,"female","without_children","care","informal","health","active",31779.1376085858,3335024.3033444
2009,"Prime Age","Black","NILF",NA,"male","with_children","care","informal","daily_living","active",46506.5839236805,6631648.2646297
2009,"Prime Age","Black","NILF",NA,"male","with_children","care","informal","developmental","passive_child",51928.5752727732,23016380.9186647
2009,"Prime Age","Black","NILF",NA,"male","with_children","care","informal","developmental","active",14405.0344454773,2242557.6632903
2009,"Prime Age","Black","NILF",NA,"male","with_children","care","informal","health","active",5421.9913490926,704858.875382038
2009,"Prime Age","Black","NILF",NA,"male","without_children","care","informal","daily_living","active",125361.338224693,18870949.0939143
2009,"Prime Age","Black","NILF",NA,"male","without_children","care","informal","developmental","passive_child",138631.917503435,3549908.46148266
2009,"Prime Age","Black","NILF",NA,"male","without_children","care","informal","health","active",34348.1480524548,4087996.76239031
2009,"Prime Age","Black","Unemployed",NA,"female","with_children","care","informal","daily_living","active",125459.819397081,31427444.4731879
2009,"Prime Age","Black","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",126229.385656876,40399537.8998865
2009,"Prime Age","Black","Unemployed",NA,"female","with_children","care","informal","developmental","active",97624.2112845397,18368626.753448
2009,"Prime Age","Black","Unemployed",NA,"female","with_children","care","informal","health","active",4958.91300300658,495891.300300658
2009,"Prime Age","Black","Unemployed",NA,"female","without_children","care","informal","daily_living","active",68166.8385934811,13741018.676453
2009,"Prime Age","Black","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",68166.8385934811,0
2009,"Prime Age","Black","Unemployed",NA,"female","without_children","care","informal","developmental","active",5944.78782008603,713374.538410323
2009,"Prime Age","Black","Unemployed",NA,"female","without_children","care","informal","health","active",2489.61792872219,112032.806792499
2009,"Prime Age","Black","Unemployed",NA,"male","with_children","care","informal","daily_living","active",112785.427347483,22353150.4051074
2009,"Prime Age","Black","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",116929.682588805,31939373.6358743
2009,"Prime Age","Black","Unemployed",NA,"male","with_children","care","informal","developmental","active",76679.4786992137,8453120.80624215
2009,"Prime Age","Black","Unemployed",NA,"male","with_children","care","informal","health","active",2359.29955408877,141557.973245326
2009,"Prime Age","Black","Unemployed",NA,"male","without_children","care","informal","daily_living","active",54352.7086403819,9447712.38359914
2009,"Prime Age","Black","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",55564.0036430986,0
2009,"Prime Age","Black","Unemployed",NA,"male","without_children","care","informal","developmental","active",3481.28967732877,313316.070959589
2009,"Prime Age","Black","Unemployed",NA,"male","without_children","care","informal","health","active",4195.8260196926,201610.52956634
2009,"Prime Age","Hispanic","Employed",NA,"female","with_children","care","informal","daily_living","active",722620.125080987,170463885.080355
2009,"Prime Age","Hispanic","Employed",NA,"female","with_children","care","informal","developmental","passive_child",725652.308243576,177377230.198594
2009,"Prime Age","Hispanic","Employed",NA,"female","with_children","care","informal","developmental","active",465241.299148282,46131245.5044798
2009,"Prime Age","Hispanic","Employed",NA,"female","with_children","care","informal","health","active",39301.2759479386,3293925.3852832
2009,"Prime Age","Hispanic","Employed",NA,"female","without_children","care","informal","daily_living","active",424880.593324653,82678662.1886808
2009,"Prime Age","Hispanic","Employed",NA,"female","without_children","care","informal","developmental","passive_child",431525.929380432,15999156.8927897
2009,"Prime Age","Hispanic","Employed",NA,"female","without_children","care","informal","developmental","active",61298.0895109348,6317252.25854845
2009,"Prime Age","Hispanic","Employed",NA,"female","without_children","care","informal","health","active",25315.952449657,1120264.66183084
2009,"Prime Age","Hispanic","Employed",NA,"male","with_children","care","informal","daily_living","active",1021708.83810525,160157879.405908
2009,"Prime Age","Hispanic","Employed",NA,"male","with_children","care","informal","developmental","passive_child",1082360.75170767,235698626.819413
2009,"Prime Age","Hispanic","Employed",NA,"male","with_children","care","informal","developmental","active",424308.949132816,46823687.4073434
2009,"Prime Age","Hispanic","Employed",NA,"male","with_children","care","informal","health","active",34333.0112388411,6749551.71783749
2009,"Prime Age","Hispanic","Employed",NA,"male","without_children","care","informal","daily_living","active",589196.2900095,87097772.6864951
2009,"Prime Age","Hispanic","Employed",NA,"male","without_children","care","informal","developmental","passive_child",629637.638175039,6606215.29178962
2009,"Prime Age","Hispanic","Employed",NA,"male","without_children","care","informal","developmental","active",11940.6855642263,884207.82169469
2009,"Prime Age","Hispanic","Employed",NA,"male","without_children","care","informal","health","active",20470.4105418488,4140175.96549148
2009,"Prime Age","Hispanic","NILF",NA,"female","with_children","care","informal","daily_living","active",475308.865956746,138137473.654679
2009,"Prime Age","Hispanic","NILF",NA,"female","with_children","care","informal","developmental","passive_child",478125.148962993,227000249.212481
2009,"Prime Age","Hispanic","NILF",NA,"female","with_children","care","informal","developmental","active",382287.714657739,69198077.3677734
2009,"Prime Age","Hispanic","NILF",NA,"female","with_children","care","informal","health","active",61102.4979120521,5171916.82188919
2009,"Prime Age","Hispanic","NILF",NA,"female","without_children","care","informal","daily_living","active",91068.5857402132,28365329.2627448
2009,"Prime Age","Hispanic","NILF",NA,"female","without_children","care","informal","developmental","passive_child",95092.8421917101,3402556.28048977
2009,"Prime Age","Hispanic","NILF",NA,"female","without_children","care","informal","developmental","active",19107.2190522745,1311190.04895638
2009,"Prime Age","Hispanic","NILF",NA,"female","without_children","care","informal","health","active",20690.9187093742,1199633.71157286
2009,"Prime Age","Hispanic","NILF",NA,"male","with_children","care","informal","daily_living","active",29365.1657279852,4588753.89210773
2009,"Prime Age","Hispanic","NILF",NA,"male","with_children","care","informal","developmental","passive_child",38841.0583873321,12627651.9033004
2009,"Prime Age","Hispanic","NILF",NA,"male","with_children","care","informal","developmental","active",29650.4887878504,3286873.15716584
2009,"Prime Age","Hispanic","NILF",NA,"male","without_children","care","informal","daily_living","active",55249.4654139463,7055470.08718648
2009,"Prime Age","Hispanic","NILF",NA,"male","without_children","care","informal","developmental","passive_child",56997.1958315123,1039644.70743212
2009,"Prime Age","Hispanic","NILF",NA,"male","without_children","care","informal","health","active",2840.49593744822,2556446.3437034
2009,"Prime Age","Hispanic","Unemployed",NA,"female","with_children","care","informal","daily_living","active",141362.701413355,42374673.856607
2009,"Prime Age","Hispanic","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",141362.701413355,61278097.9139608
2009,"Prime Age","Hispanic","Unemployed",NA,"female","with_children","care","informal","developmental","active",106494.146646625,17203848.0210813
2009,"Prime Age","Hispanic","Unemployed",NA,"female","with_children","care","informal","health","active",7628.56326206575,298718.190157386
2009,"Prime Age","Hispanic","Unemployed",NA,"female","without_children","care","informal","daily_living","active",31030.9101222773,10879575.3257423
2009,"Prime Age","Hispanic","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",31030.9101222773,4928017.37529572
2009,"Prime Age","Hispanic","Unemployed",NA,"female","without_children","care","informal","developmental","active",2610.13639015288,404571.140473696
2009,"Prime Age","Hispanic","Unemployed",NA,"male","with_children","care","informal","daily_living","active",77845.7470543584,14274439.3283194
2009,"Prime Age","Hispanic","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",89716.1284399392,15173633.7959732
2009,"Prime Age","Hispanic","Unemployed",NA,"male","with_children","care","informal","developmental","active",54602.2807692542,4655598.76457414
2009,"Prime Age","Hispanic","Unemployed",NA,"male","with_children","care","informal","health","active",11172.7139585682,2960769.19902058
2009,"Prime Age","Hispanic","Unemployed",NA,"male","without_children","care","informal","daily_living","active",91812.7142082082,21396122.9516611
2009,"Prime Age","Hispanic","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",94092.2664538038,2641896.44719134
2009,"Prime Age","Hispanic","Unemployed",NA,"male","without_children","care","informal","developmental","active",24267.1608427934,2109725.58922672
2009,"Prime Age","Hispanic","Unemployed",NA,"male","without_children","care","informal","health","active",2211.25381816438,199012.843634795
2009,"Prime Age","Two or More Races","Employed",NA,"female","with_children","care","informal","daily_living","active",39688.8325517523,7167464.00272352
2009,"Prime Age","Two or More Races","Employed",NA,"female","with_children","care","informal","developmental","passive_child",39688.8325517523,6477342.41757495
2009,"Prime Age","Two or More Races","Employed",NA,"female","with_children","care","informal","developmental","active",18862.1741224696,2375175.36044929
2009,"Prime Age","Two or More Races","Employed",NA,"female","with_children","care","informal","health","active",5954.29770593699,901117.945172353
2009,"Prime Age","Two or More Races","Employed",NA,"female","without_children","care","informal","daily_living","active",48878.8294867721,7900639.68730299
2009,"Prime Age","Two or More Races","Employed",NA,"female","without_children","care","informal","developmental","passive_child",54188.1369775249,188281.895924559
2009,"Prime Age","Two or More Races","Employed",NA,"female","without_children","care","informal","developmental","active",8555.77288608,1026692.7463296
2009,"Prime Age","Two or More Races","Employed",NA,"male","with_children","care","informal","daily_living","active",26357.5610268011,4153372.92050587
2009,"Prime Age","Two or More Races","Employed",NA,"male","with_children","care","informal","developmental","passive_child",30485.0409991195,5587527.25204112
2009,"Prime Age","Two or More Races","Employed",NA,"male","with_children","care","informal","developmental","active",13485.3104921551,853793.873656271
2009,"Prime Age","Two or More Races","Employed",NA,"male","without_children","care","informal","daily_living","active",43527.8431047331,6158328.39814527
2009,"Prime Age","Two or More Races","Employed",NA,"male","without_children","care","informal","developmental","passive_child",43527.8431047331,0
2009,"Prime Age","Two or More Races","NILF",NA,"female","with_children","care","informal","daily_living","active",19965.7140918438,5182868.72385124
2009,"Prime Age","Two or More Races","NILF",NA,"female","with_children","care","informal","developmental","passive_child",21232.8581981584,11113986.5314436
2009,"Prime Age","Two or More Races","NILF",NA,"female","with_children","care","informal","developmental","active",18680.7362478126,3297168.12195494
2009,"Prime Age","Two or More Races","NILF",NA,"female","without_children","care","informal","daily_living","active",13445.5848057381,1819678.28437226
2009,"Prime Age","Two or More Races","NILF",NA,"female","without_children","care","informal","developmental","passive_child",13445.5848057381,5860127.55457441
2009,"Prime Age","Two or More Races","NILF",NA,"female","without_children","care","informal","developmental","active",11099.7399213266,3362689.04006761
2009,"Prime Age","Two or More Races","NILF",NA,"male","with_children","care","informal","daily_living","active",647.562231656986,21369.5536446805
2009,"Prime Age","Two or More Races","NILF",NA,"male","with_children","care","informal","developmental","passive_child",647.562231656986,0
2009,"Prime Age","Two or More Races","NILF",NA,"male","without_children","care","informal","daily_living","active",18494.2549496203,2004453.57099072
2009,"Prime Age","Two or More Races","NILF",NA,"male","without_children","care","informal","developmental","passive_child",18494.2549496203,0
2009,"Prime Age","Two or More Races","NILF",NA,"male","without_children","care","informal","health","active",15091.0098910405,1421767.51917437
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","with_children","care","informal","daily_living","active",10812.4722474132,4572022.37115485
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",10812.4722474132,2159654.71925737
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","with_children","care","informal","developmental","active",7208.80565721151,1636344.08171619
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","without_children","care","informal","daily_living","active",6115.11916073972,1306162.92371166
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",6115.11916073972,2095862.6402329
2009,"Prime Age","Two or More Races","Unemployed",NA,"female","without_children","care","informal","developmental","active",3644.97850475288,637871.238331753
2009,"Prime Age","Two or More Races","Unemployed",NA,"male","with_children","care","informal","daily_living","active",867.855946554521,288996.030202655
2009,"Prime Age","Two or More Races","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",867.855946554521,60749.9162588164
2009,"Prime Age","Two or More Races","Unemployed",NA,"male","without_children","care","informal","daily_living","active",12891.2673269019,2224381.73422461
2009,"Prime Age","Two or More Races","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",12891.2673269019,0
2009,"Prime Age","White","Employed",NA,"female","with_children","care","informal","daily_living","active",3331064.3377107,688402395.402549
2009,"Prime Age","White","Employed",NA,"female","with_children","care","informal","developmental","passive_child",3352710.70647065,769693870.492576
2009,"Prime Age","White","Employed",NA,"female","with_children","care","informal","developmental","active",2497750.56534967,285073854.239061
2009,"Prime Age","White","Employed",NA,"female","with_children","care","informal","health","active",407392.889574157,25036270.3955152
2009,"Prime Age","White","Employed",NA,"female","without_children","care","informal","daily_living","active",2884878.80434014,594287946.871799
2009,"Prime Age","White","Employed",NA,"female","without_children","care","informal","developmental","passive_child",2940093.08265043,35066566.6818361
2009,"Prime Age","White","Employed",NA,"female","without_children","care","informal","developmental","active",245071.600960386,23725777.5723893
2009,"Prime Age","White","Employed",NA,"female","without_children","care","informal","health","active",206824.106010155,15845645.2143147
2009,"Prime Age","White","Employed",NA,"male","with_children","care","informal","daily_living","active",3696854.11853357,519591696.070396
2009,"Prime Age","White","Employed",NA,"male","with_children","care","informal","developmental","passive_child",3881047.3561046,733869666.584481
2009,"Prime Age","White","Employed",NA,"male","with_children","care","informal","developmental","active",2212371.93561551,219971304.35831
2009,"Prime Age","White","Employed",NA,"male","with_children","care","informal","health","active",195285.269805999,16671909.6548587
2009,"Prime Age","White","Employed",NA,"male","without_children","care","informal","daily_living","active",3396738.09313764,487124594.029655
2009,"Prime Age","White","Employed",NA,"male","without_children","care","informal","developmental","passive_child",3597360.47543354,35131958.5577134
2009,"Prime Age","White","Employed",NA,"male","without_children","care","informal","developmental","active",131079.186181572,13778090.1236218
2009,"Prime Age","White","Employed",NA,"male","without_children","care","informal","health","active",220390.252498435,11517243.2386933
2009,"Prime Age","White","NILF",NA,"female","with_children","care","informal","daily_living","active",974871.642249849,286768365.615062
2009,"Prime Age","White","NILF",NA,"female","with_children","care","informal","developmental","passive_child",987013.029057181,367578856.330964
2009,"Prime Age","White","NILF",NA,"female","with_children","care","informal","developmental","active",847087.856242833,142201690.681279
2009,"Prime Age","White","NILF",NA,"female","with_children","care","informal","health","active",144043.724538482,9953675.57032621
2009,"Prime Age","White","NILF",NA,"female","without_children","care","informal","daily_living","active",598313.54979098,171606405.733322
2009,"Prime Age","White","NILF",NA,"female","without_children","care","informal","developmental","passive_child",610795.039576024,27139060.9608666
2009,"Prime Age","White","NILF",NA,"female","without_children","care","informal","developmental","active",69068.162323617,6878145.24280361
2009,"Prime Age","White","NILF",NA,"female","without_children","care","informal","health","active",128291.153407215,14932396.5026444
2009,"Prime Age","White","NILF",NA,"male","with_children","care","informal","daily_living","active",153957.970133826,28961414.2725194
2009,"Prime Age","White","NILF",NA,"male","with_children","care","informal","developmental","passive_child",169150.420718345,44938142.7201782
2009,"Prime Age","White","NILF",NA,"male","with_children","care","informal","developmental","active",109738.642357644,15788556.2266992
2009,"Prime Age","White","NILF",NA,"male","with_children","care","informal","health","active",2877.2670088389,431590.051325836
2009,"Prime Age","White","NILF",NA,"male","without_children","care","informal","daily_living","active",423821.536681936,85087605.864502
2009,"Prime Age","White","NILF",NA,"male","without_children","care","informal","developmental","passive_child",445601.074733563,973076.93074743
2009,"Prime Age","White","NILF",NA,"male","without_children","care","informal","developmental","active",15405.6702292444,2107245.7642493
2009,"Prime Age","White","NILF",NA,"male","without_children","care","informal","health","active",45570.2563716877,4705543.57308998
2009,"Prime Age","White","Unemployed",NA,"female","with_children","care","informal","daily_living","active",237705.29890871,61984936.9559264
2009,"Prime Age","White","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",244176.047528387,70228685.0879462
2009,"Prime Age","White","Unemployed",NA,"female","with_children","care","informal","developmental","active",205875.697204711,28044100.9263378
2009,"Prime Age","White","Unemployed",NA,"female","with_children","care","informal","health","active",19073.9585043469,1490180.85349474
2009,"Prime Age","White","Unemployed",NA,"female","without_children","care","informal","daily_living","active",235647.30585183,55050317.1155294
2009,"Prime Age","White","Unemployed",NA,"female","without_children","care","informal","developmental","passive_child",235647.30585183,5256505.82312172
2009,"Prime Age","White","Unemployed",NA,"female","without_children","care","informal","developmental","active",20531.5936366619,3009342.9792494
2009,"Prime Age","White","Unemployed",NA,"female","without_children","care","informal","health","active",9582.27166587178,87646.7979221189
2009,"Prime Age","White","Unemployed",NA,"male","with_children","care","informal","daily_living","active",162520.475460161,42429157.5270892
2009,"Prime Age","White","Unemployed",NA,"male","with_children","care","informal","developmental","passive_child",175300.054944274,48494703.4924602
2009,"Prime Age","White","Unemployed",NA,"male","with_children","care","informal","developmental","active",95901.1858822005,13397494.6370771
2009,"Prime Age","White","Unemployed",NA,"male","with_children","care","informal","health","active",2700.91949408438,54018.3898816877
2009,"Prime Age","White","Unemployed",NA,"male","without_children","care","informal","daily_living","active",296851.141207404,50359425.1149758
2009,"Prime Age","White","Unemployed",NA,"male","without_children","care","informal","developmental","passive_child",351639.28392047,2918794.9635358
2009,"Prime Age","White","Unemployed",NA,"male","without_children","care","informal","developmental","active",4811.45655799123,619413.761333748
2009,"Prime Age","White","Unemployed",NA,"male","without_children","care","informal","health","active",22468.145819029,935972.376216318
2009,"Under Twenty-Five","American Indian","Employed",NA,"female","with_children","care","informal","daily_living","active",2031.78624868877,121907.174921326
2009,"Under Twenty-Five","American Indian","Employed",NA,"female","with_children","care","informal","developmental","passive_child",2031.78624868877,0
2009,"Under Twenty-Five","American Indian","Employed",NA,"female","without_children","care","informal","daily_living","active",1649.28112023342,57724.8392081699
2009,"Under Twenty-Five","American Indian","Employed",NA,"female","without_children","care","informal","developmental","passive_child",1649.28112023342,0
2009,"Under Twenty-Five","American Indian","Employed",NA,"male","with_children","care","informal","daily_living","active",6483.07873563781,194492.362069134
2009,"Under Twenty-Five","American Indian","Employed",NA,"male","with_children","care","informal","developmental","passive_child",6483.07873563781,1555938.89655307
2009,"Under Twenty-Five","American Indian","Employed",NA,"male","without_children","care","informal","daily_living","active",21163.3513392,1467713.11242975
2009,"Under Twenty-Five","American Indian","Employed",NA,"male","without_children","care","informal","developmental","passive_child",21163.3513392,0
2009,"Under Twenty-Five","American Indian","Employed",NA,"male","without_children","care","informal","health","active",11111.4019911584,166671.029867375
2009,"Under Twenty-Five","American Indian","NILF",NA,"female","with_children","care","informal","daily_living","active",4156.50402981589,394867.88283251
2009,"Under Twenty-Five","American Indian","NILF",NA,"female","with_children","care","informal","developmental","passive_child",4156.50402981589,2660162.57908217
2009,"Under Twenty-Five","American Indian","NILF",NA,"female","with_children","care","informal","developmental","active",4156.50402981589,170416.665222451
2009,"Under Twenty-Five","American Indian","NILF",NA,"female","without_children","care","informal","daily_living","active",5682.09394851945,1630760.96322508
2009,"Under Twenty-Five","American Indian","NILF",NA,"female","without_children","care","informal","developmental","passive_child",5682.09394851945,0
2009,"Under Twenty-Five","American Indian","NILF",NA,"male","without_children","care","informal","daily_living","active",2386.16316967507,4772.32633935014
2009,"Under Twenty-Five","American Indian","NILF",NA,"male","without_children","care","informal","developmental","passive_child",2386.16316967507,0
2009,"Under Twenty-Five","American Indian","Unemployed",NA,"female","with_children","care","informal","daily_living","active",3940.7692545989,1241342.31519865
2009,"Under Twenty-Five","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","passive_child",3940.7692545989,2857057.70958421
2009,"Under Twenty-Five","American Indian","Unemployed",NA,"female","with_children","care","informal","developmental","active",3940.7692545989,394076.92545989
2009,"Under Twenty-Five","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","daily_living","active",11659.5299384756,2681691.88584939
2009,"Under Twenty-Five","Asian/Pacific Island","Employed",NA,"female","with_children","care","informal","developmental","passive_child",11659.5299384756,4442280.90655921
2009,"Under Twenty-Five","Asian/Pacific Island","Employed",NA,"female","without_children","care","informal","daily_living","active",44088.2478072323,2717756.3427229
